Incident,PERIL,SUBURB,ITEM_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,INCIDENT_DATE_TIME,CLAIM_AMOUNT,ITEM_CATEGORY,ITEM_PERIL_DESCR,SUBURB_RAW,SUBURB_CLEAN,amount_valid,time_reliable,quarantine_reason
INC-14949,Hijack,,Vehicle,MERCEDES-BENZ,C180 ESTATE-2014-2020,2014.0,2021-09-22 09:38:00,260145.46,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-14952,Theft,,Vehicle,VOLKSWAGEN,GOLF VI 1.6i TRENDLINE-2009-2013,2010.0,2021-09-22 01:00:00,134212.64,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-14965,Theft,,Vehicle,AUDI,A3 1.0T FSI STRONIC (30 TFSI)-2016-2022,2018.0,2021-09-20 19:30:00,299524.87,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-14968,Theft,,Vehicle,AUDI,A4 2.0T FSI SPORT STRONIC (B9) (40 TFSI)-2016-2020,2019.0,2021-09-20 14:00:00,1943.5,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-14971,Theft,,Contents,,,,2021-09-20 03:31:00,9250.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-14974,Theft,,Vehicle,CHEVROLET,UTILITY 1.4 SPORT P/U S/C-2011-2018,2016.0,2021-09-19 19:00:00,27304.73,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-15002,Theft,,Contents,,,,2021-09-18 01:30:00,2898.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-15007,Hijack,,Vehicle,BMW,323i (E90)-2007-2008,2007.0,2021-09-17 18:00:00,60000.37,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-15023,Theft,,Contents,,,,2021-09-16 03:00:00,37000.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-15037,Theft,,Contents,,,,2021-09-14 15:06:00,88574.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-15054,Theft,,Contents,,,,2021-09-13 09:07:00,17997.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-15056,Theft,,Vehicle,FORD,RANGER 2.2TDCi XL P/U D/C-2015-2020,2017.0,2021-09-13 08:03:00,7067.16,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-15057,Armed Robbery,,Vehicle,TOYOTA,FORTUNER 3.0D-4D 4X4 A/T-2011-2017,2011.0,2021-09-13 08:00:00,2500.0,,Armed Robbery,,,True,True,missing_suburb
INC-15084,Theft,,Vehicle,LAND ROVER,DISCOVERY SPORT 2.0i4 D SE-2016-2020,2019.0,2021-09-10 10:49:00,22744.24,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-15122,Theft,,Vehicle,AUDI,A5 S5 QUATTRO TIP-2008-2012,2009.0,2021-09-05 13:35:00,100321.98,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-15141,Theft,,Vehicle,TOYOTA,ETIOS CROSS 1.5 Xs 5Dr-2014-2022,2015.0,2021-09-02 17:40:00,139039.94,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-15152,Theft,,Contents,,,,2021-09-01 23:58:00,4050.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-15157,Theft,,Vehicle,ISUZU,KB 300 TDi LX P/U D/C-2004-2007,2007.0,2021-09-01 16:37:00,2940.0,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-15165,Theft,,Contents,,,,2021-09-01 05:00:00,16842.65,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-15187,Theft,,Vehicle,VOLKSWAGEN,GOLF VII GTi 2.0 TSI DSG-2013-2017,2016.0,2021-08-29 17:59:00,131057.59,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-15200,Theft,,Contents,,,,2021-08-28 11:00:00,9000.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-15213,Theft,,Vehicle,FORD,RANGER 2.0D BI-TURBO WILDTRAK 4X4 A/T P/U D/C-2019-,2019.0,2021-08-27 02:30:00,25629.44,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-15227,Theft,,Contents,,,,2021-08-25 16:00:00,3500.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-15250,Theft,,Contents,,,,2021-08-23 01:00:00,26582.89,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-15253,Theft,,Contents,,,,2021-08-22 11:00:00,2800.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-15255,Theft,,Vehicle,KIA,K 2500 P/U S/C-2013-,2013.0,2021-08-22 10:00:00,104900.0,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-15258,Hijack,,Vehicle,FORD,TOURNEO CUSTOM 2.0TDCi TREND A/T (96KW)-2020-,2021.0,2021-08-21 21:00:00,616388.16,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-15290,Theft,,Contents,,,,2021-08-18 21:00:00,53546.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-15293,Armed Robbery,,Contents,,,,2021-08-18 14:25:00,609.5,,Armed Robbery,,,True,True,missing_suburb
INC-15301,Theft,,Contents,,,,2021-08-17 09:25:00,609.5,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-15306,Theft,,Contents,,,,2021-08-16 18:00:00,17630.87,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-15310,Theft,,Contents,,,,2021-08-16 06:30:00,5393.72,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-15314,Theft,,Contents,,,,2021-08-16 03:00:00,67664.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-15318,Theft,,Vehicle,CHEVROLET,UTILITY 1.4 CLUB P/U S/C-2011-2018,2013.0,2021-08-15 10:10:00,59184.32,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-15373,Theft,,Contents,,,,2021-08-10 22:15:00,8995.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-15374,Theft,,Vehicle,VOLKSWAGEN,POLO 1.4 TRENDLINE-2011-2015,2013.0,2021-08-10 20:46:00,61474.6,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-15381,Theft,,Vehicle,FORD,RANGER RAPTOR 2.0D BI-TURBO 4X4 A/T P/U D/C-2019-,2021.0,2021-08-10 08:28:00,22161.57,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-15428,Theft,,Contents,,,,2021-08-05 03:00:00,32517.25,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-15457,Theft,,Contents,,,,2021-08-01 07:00:00,78908.65,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-15486,Theft,,Vehicle,TOYOTA,YARIS T3 A/C 5Dr-2005-2010,2006.0,2021-07-30 10:00:00,48746.48,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-15563,Theft,,Contents,,,,2021-07-22 12:45:00,5734.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-15623,Theft,,Vehicle,TOYOTA,FORTUNER 2.8GD-6 R/B A/T-2016-2020,2019.0,2021-07-14 13:00:00,508700.0,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-15639,Theft,,Vehicle,TOYOTA,RUSH 1.5-2018-2023,2018.0,2021-07-12 07:18:00,45749.93,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-15696,Theft,,Vehicle,ISUZU,D-MAX 250 HO HI-RIDE E/CAB P/U-2018-,2020.0,2021-07-06 06:30:00,3409.35,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-15706,Theft,,Contents,,,,2021-07-04 10:05:00,5470.91,Home contents - Theft,Theft,,,True,True,missing_suburb
