Incident,PERIL,SUBURB,ITEM_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,INCIDENT_DATE_TIME,CLAIM_AMOUNT,ITEM_CATEGORY,ITEM_PERIL_DESCR,SUBURB_RAW,SUBURB_CLEAN,amount_valid,time_reliable,quarantine_reason
INC-11446,Theft,,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB LEGEND A/T P/U D/C-2020-,2021.0,2022-08-20 14:59:00,685900.0,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-11473,Theft,,Vehicle,VOLKSWAGEN,POLO 1.0 TSI HIGHLINE DSG (85KW)-2017-2023,2020.0,2022-08-18 15:00:00,63201.75,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-11475,Theft,,Contents,,,,2022-08-18 06:30:00,24106.62,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-11481,Hijack,,Vehicle,TOYOTA,COROLLA 1.8 EXCLUSIVE CVT-2014-2017,2017.0,2022-08-17 11:45:00,170061.64,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-11649,Theft,,Vehicle,FORD,RANGER 2.2TDCi XLT P/U D/C-2015-2020,2015.0,2022-07-31 11:30:00,79123.62,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-11650,Theft,,Contents,,,,2022-07-31 11:30:00,969.77,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-11664,Theft,,Vehicle,FORD,RANGER 2.2TDCi XL P/U D/C-2019-,2022.0,2022-07-30 11:30:00,4673.14,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-11674,Theft,,Vehicle,TOYOTA,HILUX 2.8 GD-6 RAIDER 4X4 A/T P/U D/C-2018-2021,2019.0,2022-07-29 16:21:00,575122.99,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-11701,Theft,,Vehicle,MERCEDES-BENZ,C180 CGI BE AVANTGARDE A/T-2010-2011,2011.0,2022-07-26 13:00:00,2000.0,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-11765,Theft,,Vehicle,TOYOTA,HILUX 2.5D-4D SRX 4X4 P/U D/C-2011-2016,2012.0,2022-07-19 00:15:00,169600.0,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-11770,Theft,,Vehicle,TOYOTA,HILUX 3.0 D-4D LEGEND 45 R/B P/U D/C-2014-2016,2015.0,2022-07-18 09:15:00,328515.44,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-11807,Theft,,Vehicle,VOLKSWAGEN,POLO VIVO GP 1.4 CONCEPTLINE 5DR-2014-2018,2015.0,2022-07-14 12:00:00,5756.36,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-11822,Hijack,,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB LEGEND 4X4 P/U E/CAB-2020-,2021.0,2022-07-12 19:00:00,618594.99,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-11825,Theft,,Vehicle,MERCEDES-BENZ,CLC 350-2008-2014,2009.0,2022-07-12 08:00:00,2500.0,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-11829,Theft,,Contents,,,,2022-07-11 21:38:00,41197.67,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-11849,Theft,,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB LEGEND 4X4 A/T P/U D/C-2020-,2022.0,2022-07-09 23:20:00,1133226.61,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-11853,Theft,,Vehicle,ISUZU,KB 250 D-TEQ HO X-RIDER P/U D/C-2017-2020,2017.0,2022-07-09 19:00:00,331843.0,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-11869,Stolen and recovered,,Vehicle,VOLKSWAGEN,POLO VIVO 1.4 5Dr-2010-2014,2010.0,2022-07-08 13:30:00,39484.67,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-11925,Theft,,Vehicle,KIA,RIO 1.4 TEC A/T 5DR-2020-,2022.0,2022-07-03 14:18:00,9837.1,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-11984,Theft,,Vehicle,TOYOTA,ETIOS 1.5 Xs/SPRINT 5Dr-2012-2022,2013.0,2022-06-28 17:23:00,41595.63,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-11991,Theft,,Vehicle,TOYOTA,FORTUNER 2.4GD-6 R/B A/T-2020-,2020.0,2022-06-28 09:00:00,5913.0,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12012,Theft,,Vehicle,TOYOTA,ETIOS 1.5 Xs/SPRINT 5Dr-2012-,2018.0,2022-06-26 09:10:00,148126.8,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12021,Hijack,,Vehicle,FORD,RANGER 2.2TDCi XLT P/U D/C-2015-2020,2017.0,2022-06-25 20:40:00,47588.18,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-12026,Theft,,Vehicle,PORSCHE,CAYENNE GTS COUPE 8 SPEED TIPTRONIC S-2022-,2022.0,2022-06-25 13:56:00,294278.07,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12046,Theft,,Contents,,,,2022-06-22 23:00:00,5602.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-12066,Theft,,Contents,,,,2022-06-21 13:30:00,3796.32,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-12074,Theft,,Vehicle,LAND ROVER,DISCOVERY V8 A/T-1993-1996,1995.0,2022-06-20 22:00:00,23329.42,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12079,Hijack,,Vehicle,NISSAN,MICRA 1.2 VISIA+ 5DR (D82)-2011-2015,2011.0,2022-06-20 13:51:00,44645.73,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-12207,Theft,,Contents,,,,2022-06-07 04:30:00,5000.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-12209,Hijack,,Vehicle,MERCEDES-BENZ,C180 A/T-2014-2018,2016.0,2022-06-06 19:00:00,25939.61,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-12237,Theft,,Vehicle,TOYOTA,ETIOS 1.5 Xi 5Dr-2012-2022,2018.0,2022-06-03 15:00:00,69097.84,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12270,Theft,,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB RAIDER A/T P/U D/C-2018-2021,2020.0,2022-05-30 20:30:00,538955.09,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12271,Theft,,Contents,,,,2022-05-30 16:00:00,84426.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-12299,Theft,,Vehicle,TOYOTA,FORTUNER 2.4GD-6 R/B A/T-2016-2020,2019.0,2022-05-28 06:45:00,4210.6,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12360,Theft,,Vehicle,VOLKSWAGEN,CITI CHICO 1.3-1996-2002,2001.0,2022-05-23 03:00:00,7360.66,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12372,Theft,,Vehicle,TOYOTA,HILUX 2.8 GD-6 RAIDER 4X4 A/T P/U D/C-2016-2020,2016.0,2022-05-22 00:00:00,177573.66,Motor Vehicle - Theft,Theft,,,True,False,missing_suburb
INC-12382,Theft,,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB RAIDER 4X4 A/T P/U E/CAB-2017-2020,2018.0,2022-05-21 10:10:00,435476.59,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12414,Theft,,Vehicle,TOYOTA,FORTUNER 2.8 GD-6 4X4 VX A/T-2020-,2022.0,2022-05-18 11:14:00,865741.99,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12434,Theft,,Vehicle,LAND ROVER,DISCOVERY 4 3.0 TD/SD V6 SE-2009-2018,2012.0,2022-05-16 02:39:00,333838.79,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12435,Theft,,Contents,,,,2022-05-16 02:39:00,164078.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-12502,Theft,,Contents,,,,2022-05-10 06:00:00,127704.17,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-12503,Theft,,Vehicle,TOYOTA,FORTUNER 2.8GD-6 R/B A/T-2016-2020,2016.0,2022-05-10 06:00:00,459094.51,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12521,Hijack,,Vehicle,RENAULT,SANDERO 900T STEPWAY-2014-2017,2016.0,2022-05-08 17:30:00,69407.46,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-12532,Theft,,Vehicle,TOYOTA,FORTUNER 3.0D-4D R/B A/T-2011-2017,2012.0,2022-05-07 12:30:00,232473.87,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12549,Theft,,Vehicle,KIA,SOUL 1.6 START A/T-2014-2020,2017.0,2022-05-06 00:00:00,200774.3,Motor Vehicle - Theft,Theft,,,True,False,missing_suburb
INC-12612,Theft,,Vehicle,HYUNDAI,i20 1.4 FLUID-2012-2015,2012.0,2022-04-28 00:00:00,5756.25,Motor Vehicle - Theft,Theft,,,True,False,missing_suburb
INC-12622,Hijack,,Vehicle,RENAULT,KWID 1.0 EXPRESSION / LIFE 5DR-2019-,2020.0,2022-04-27 00:30:00,80069.46,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-12629,Theft,,Vehicle,TOYOTA,FORTUNER 2.8GD-6 R/B A/T-2016-2020,2018.0,2022-04-26 13:51:00,454600.0,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12632,Hijack,,Vehicle,SUZUKI,SWIFT 1.4 GL-2011-2016,2012.0,2022-04-26 08:00:00,57316.01,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-12639,Theft,,Vehicle,FORD,KUGA 1.6 ECOBOOST AMBIENTE-2013-2015,2014.0,2022-04-25 12:00:00,6110.99,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12667,Theft,,Vehicle,TOYOTA,FORTUNER 2.5D-4D RB A/T-2012-2017,2015.0,2022-04-23 08:50:00,245459.62,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12682,Theft,,Contents,,,,2022-04-22 18:52:00,139896.94,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-12716,Theft,,Vehicle,TOYOTA,HILUX 2.8 GD-6 RAIDER 4X4 A/T P/U D/C-2018-2021,2019.0,2022-04-19 13:30:00,532809.99,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12721,Theft,,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB LEGEND RS 4X4 A/T P/U D/C-2020-,2021.0,2022-04-19 08:31:00,939015.99,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12799,Theft,,Vehicle,TOYOTA,HILUX 3.0 D-4D LEGEND 45 4X4 P/U D/C-2014-2016,2014.0,2022-04-08 18:15:00,4427.5,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12824,Hijack,,Vehicle,KIA,SPORTAGE 2.0 A/T-2010-2014,2011.0,2022-04-06 20:00:00,135525.04,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-12853,Theft,,Vehicle,GWM,P-SERIES 2.0TD DLX D/C P/U-2020-,2022.0,2022-04-04 14:00:00,9309.53,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12857,Theft,,Vehicle,VOLKSWAGEN,POLO 1.6 COMFORTLINE 5DR-2010-2014,2012.0,2022-04-03 21:29:00,151668.14,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12924,Theft,,Vehicle,TOYOTA,YARIS T1 5Dr A/C-2006-2010,2010.0,2022-03-27 19:00:00,86529.25,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12983,Theft,,Vehicle,TOYOTA,ETIOS 1.5 Xs/SPRINT 5Dr-2012-2022,2014.0,2022-03-22 19:30:00,115462.27,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-12989,Theft,,Vehicle,VOLKSWAGEN,GOLF VI 1.4 TSi DSG CABRIO C/LINE-2012-2015,2012.0,2022-03-21 20:00:00,110237.68,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-13086,Theft,,Contents,,,,2022-03-10 11:00:00,5000.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-13100,Theft,,Vehicle,KIA,K 2700 WORKHORSE P/U S/C-2004-,2018.0,2022-03-08 06:15:00,176600.0,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-13127,Theft,,Contents,,,,2022-03-06 00:00:00,17696.0,Home contents - Theft,Theft,,,True,False,missing_suburb
INC-13154,Hijack,,Vehicle,MERCEDES-BENZ,ML 250 BLUETEC-2012-2016,2013.0,2022-03-03 07:20:00,277450.13,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-13160,Hijack,,Vehicle,VOLKSWAGEN,JETTA 1.4 TSi COMFORTLINE-2010-2011,2010.0,2022-03-02 21:40:00,47715.94,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-13188,Theft,,Vehicle,TOYOTA,ETIOS CROSS 1.5 Xs 5Dr-2014-2022,2015.0,2022-02-27 19:07:00,92648.87,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-13241,Theft,,Vehicle,TOYOTA,YARIS T1 3Dr-2006-2010,2007.0,2022-02-23 00:00:00,3322.76,Motor Vehicle - Theft,Theft,,,True,False,missing_suburb
INC-13300,Theft,,Contents,,,,2022-02-16 10:57:00,17707.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-13333,Theft,,Contents,,,,2022-02-13 08:52:00,29569.37,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-13340,Theft,,Vehicle,TOYOTA,ETIOS CROSS 1.5 Xs 5Dr-2014-,2015.0,2022-02-12 18:48:00,95957.28,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-13343,Theft,,Vehicle,TOYOTA,ETIOS 1.5 Xs/SPRINT 5Dr-2012-2022,2014.0,2022-02-12 17:00:00,100055.45,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-13348,Theft,,Vehicle,TOYOTA,FORTUNER 2.8 GD-6 4X4 VX A/T-2020-,2021.0,2022-02-12 10:35:00,874016.01,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-13473,Theft,,Contents,,,,2022-02-02 11:06:00,23708.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-13484,Theft,,Vehicle,TOYOTA,HILUX 2.8 GD-6 RAIDER 4X4 A/T P/U D/C-2018-2021,2020.0,2022-02-01 10:44:00,152180.22,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-13501,Theft,,Vehicle,MAZDA,CX-5 2.0 CARBON EDITION A/T-2021-,2021.0,2022-01-30 17:05:00,679758.99,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-13525,Hijack,,Vehicle,BMW,X3 3.0d SPORT A/T-2005-2006,2006.0,2022-01-28 20:47:00,161821.55,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-13526,Hijack,,Vehicle,FORD,RANGER 3.2TDCi XLT 4X4 A/T P/U D/C-2011-2016,2016.0,2022-01-28 20:43:00,343422.39,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-13532,Theft,,Vehicle,GWM,STEED 5 2.2 MPi SV P/U D/C-2015-2018,2015.0,2022-01-28 00:40:00,256344.0,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-13572,Hijack,,Vehicle,MERCEDES-BENZ,C180-2014-2018,2016.0,2022-01-23 23:20:00,147767.18,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-13586,Hijack,,Vehicle,TOYOTA,ETIOS 1.5 Xi-2012-2022,2019.0,2022-01-22 18:15:00,152000.0,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-13669,Theft,,Vehicle,MINI,COOPER JCW COUPE (SX52)-2011-2017,2012.0,2022-01-14 12:00:00,32326.79,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-13685,Theft,,Vehicle,TOYOTA,HILUX 3.0 D-4D RAIDER 4X4 P/U D/C-2008-2011,2010.0,2022-01-12 22:00:00,26681.3,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-13708,Theft,,Vehicle,TOYOTA,LAND CRUISER 200 V8 4.5D VX-R A/T-2017-2023,2019.0,2022-01-10 14:00:00,453445.23,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-13719,Theft,,Vehicle,LAND ROVER,DISCOVERY GS TD5 A/T-2002-2005,2004.0,2022-01-09 18:00:00,5732.11,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-13745,Theft,,Vehicle,HYUNDAI,ATOS 1.1 GLS-2005-2014,2006.0,2022-01-07 11:00:00,2555.97,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-13810,Theft,,Vehicle,MERCEDES-BENZ,GLA 200 A/T-2014-2017,2016.0,2022-01-02 10:30:00,5074.55,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-13871,Theft,,Vehicle,VOLKSWAGEN,POLO 1.6 COMFORTLINE 5DR-2010-2014,2013.0,2021-12-26 21:30:00,95177.96,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-13882,Theft,,Vehicle,HYUNDAI,i20 1.4-2009-2012,2012.0,2021-12-25 20:10:00,12897.7,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-13929,Theft,,Contents,,,,2021-12-22 14:00:00,61594.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-13930,Theft,,Vehicle,NISSAN,QASHQAI+2 1.6 VISIA-2010-2014,2010.0,2021-12-22 14:00:00,81546.69,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-13941,Burglary,,Vehicle,FORD,RANGER 2.2TDCI XL P/U SUP/CAB-2019-,2021.0,2021-12-22 00:00:00,4452.05,Motor Vehicle - Theft,Theft,,,True,False,missing_suburb
INC-13950,Theft,,Vehicle,NISSAN,NP200 1.6  P/U S/C-2008-,2017.0,2021-12-21 12:45:00,5630.86,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-13961,Theft,,Vehicle,TOYOTA,FORTUNER 3.0D-4D 4X4 A/T-2011-2017,2013.0,2021-12-20 08:13:00,313190.05,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-13970,Hijack,,Vehicle,MAZDA,CX-5 2.0 ACTIVE A/T-2015-2017,2016.0,2021-12-19 02:55:00,51266.8,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-13976,Hijack,,Vehicle,TOYOTA,COROLLA 160i GLE-2005-2007,2005.0,2021-12-18 19:25:00,14990.51,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-14071,Theft,,Contents,,,,2021-12-08 07:20:00,11198.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-14098,Theft,,Vehicle,FORD,FIESTA 1.4 AMBIENTE 5 Dr-2013-2020,2014.0,2021-12-05 12:00:00,3194.47,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-14100,Theft,,Vehicle,NISSAN,NP200 1.6  P/U S/C-2008-,2020.0,2021-12-05 06:40:00,-4990.5,Motor Vehicle - Theft,Theft,,,False,True,missing_suburb
INC-14103,Theft,,Vehicle,KIA,PICANTO 1.0 SMART-2017-2022,2018.0,2021-12-05 00:00:00,11679.08,Motor Vehicle - Theft,Theft,,,True,False,missing_suburb
INC-14212,Theft,,Vehicle,HYUNDAI,GETZ 1.6 HS-2003-2006,2006.0,2021-11-26 10:15:00,48548.14,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-14213,Theft,,Vehicle,MAHINDRA,XUV 500 2.2D MHAWK (W6) 7 SEAT-2015-2020,2016.0,2021-11-26 10:15:00,199753.7,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-14221,Theft,,Vehicle,FORD,RANGER 2.0D BI-TURBO WILDTRAK A/T P/U D/C-2019-,2020.0,2021-11-26 00:00:00,4576.34,Motor Vehicle - Theft,Theft,,,True,False,missing_suburb
INC-14233,Theft,,Vehicle,AUDI,A5 SPORTBACK 2.0T FSI S STRONIC (40 TFSI)-2017-2020,2019.0,2021-11-25 00:00:00,30118.76,Motor Vehicle - Theft,Theft,,,True,False,missing_suburb
INC-14248,Hijack,,Vehicle,MERCEDES-BENZ,ATEGO 1518K/33 TIP C/C-2010-2020,2013.0,2021-11-24 02:30:00,257792.65,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-14278,Theft,,Vehicle,FORD,ECOSPORT 1.5TiVCT TITANIUM P/SHIFT-2013-2018,2014.0,2021-11-20 14:35:00,151191.02,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-14280,Theft,,Vehicle,NISSAN,MICRA 1.2 VISIA+ 5DR (D82)-2011-2015,2011.0,2021-11-20 08:30:00,9570.38,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-14296,Theft,,Vehicle,HONDA,JAZZ 1.3 TREND-2010-2015,2012.0,2021-11-19 13:00:00,2000.0,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-14330,Theft,,Vehicle,TOYOTA,HILUX 2.8 GD-6 RAIDER 4X4 P/U D/C-2016-2020,2016.0,2021-11-16 17:51:00,374269.96,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-14362,Theft,,Contents,,,,2021-11-13 03:00:00,11998.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-14373,Theft,,Vehicle,BENTLEY,BENTAYGA 4.0 TD V8-2018-2022,2018.0,2021-11-12 13:00:00,17988.59,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-14405,Theft,,Vehicle,TOYOTA,FORTUNER 2.5D-4D RB-2011-2017,2012.0,2021-11-09 11:00:00,1688.76,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-14444,Hijack,,Vehicle,VOLVO,S60 T4 EXCEL POWERSHIFT-2011-2013,2012.0,2021-11-05 00:00:00,82940.97,Motor Vehicle - Theft,Hijack,,,True,False,missing_suburb
INC-14473,Theft,,Contents,,,,2021-11-03 02:00:00,10348.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-14491,Theft,,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB RAIDER P/U D/C-2018-2021,2018.0,2021-11-01 08:45:00,405218.84,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-14525,Theft,,Contents,,,,2021-10-29 05:00:00,94110.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-14535,Armed Robbery,,Contents,,,,2021-10-28 13:15:00,33224.5,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-14550,Theft,,Vehicle,NISSAN,NP200 1.6 A/C P/U S/C-2011-2020,2018.0,2021-10-27 10:00:00,41597.92,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-14570,Hijack,,Vehicle,HYUNDAI,ATOS 1.1 GLS-2005-2014,2008.0,2021-10-26 00:45:00,3480.06,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-14585,Theft,,Contents,,,,2021-10-24 18:50:00,609.5,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-14602,Hijack,,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB LEGEND 4X4 A/T P/U D/C-2020-,2021.0,2021-10-22 20:30:00,793964.3,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-14607,Theft,,Contents,,,,2021-10-22 10:00:00,21620.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-14615,Theft,,Contents,,,,2021-10-21 07:35:00,609.5,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-14628,Theft,,Vehicle,VOLKSWAGEN,AMAROK 2.0 BiTDi HIGHLINE 132KW 4MOT A/T D/C P/U-2013-2020,2015.0,2021-10-19 22:00:00,366238.0,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-14655,Theft,,Vehicle,NISSAN,QASHQAI 2.0 DCi ACENTA-2008-2010,2010.0,2021-10-18 00:00:00,3143.88,Motor Vehicle - Theft,Theft,,,True,False,missing_suburb
INC-14656,Theft,,Vehicle,ISUZU,KB 250 D-TEQ HO X-RIDER P/U D/C-2017-2020,2017.0,2021-10-18 00:00:00,8329.68,Motor Vehicle - Theft,Theft,,,True,False,missing_suburb
INC-14657,Theft,,Contents,,,,2021-10-18 00:00:00,1020.5,Home contents - Theft,Theft,,,True,False,missing_suburb
INC-14688,Burglary,,Contents,,,,2021-10-15 00:00:00,18998.0,Home contents - Theft,Theft,,,True,False,missing_suburb
INC-14690,Theft,,Contents,,,,2021-10-14 19:10:00,9488.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-14692,Theft,,Vehicle,VOLKSWAGEN,AMAROK 3.0 TDi H-LINE 4MOT A/T D/C P/U-2017-2021,2020.0,2021-10-14 19:00:00,20664.3,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-14693,Theft,,Contents,,,,2021-10-14 19:00:00,20303.75,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-14706,Theft,,Vehicle,RENAULT,SANDERO 1.6 STEPWAY-2010-2015,2012.0,2021-10-13 17:30:00,93094.19,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-14711,Theft,,Contents,,,,2021-10-13 05:00:00,22001.5,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-14716,Theft,,Vehicle,TOYOTA,FORTUNER 3.0D-4D R/B A/T-2011-2017,2013.0,2021-10-12 19:00:00,248772.99,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-14723,Theft,,Vehicle,TOYOTA,COROLLA QUEST 1.8 EXCLUSIVE CVT-2019-,2020.0,2021-10-12 00:00:00,11577.91,Motor Vehicle - Theft,Theft,,,True,False,missing_suburb
INC-14732,Theft,,Contents,,,,2021-10-11 06:00:00,2650.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-14768,Theft,,Contents,,,,2021-10-08 20:30:00,53086.79,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-14799,Theft,,Contents,,,,2021-10-05 21:00:00,27796.95,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-14861,Hijack,,Vehicle,MERCEDES-BENZ,C200 AMG LINE A/T-2014-2018,2015.0,2021-09-30 22:00:00,284409.5,Motor Vehicle - Theft,Hijack,,,True,True,missing_suburb
INC-14879,Theft,,Contents,,,,2021-09-29 04:15:00,6482.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-14884,Theft,,Vehicle,TOYOTA,HILUX 2.8 GD-6 RAIDER 4X4 P/U D/C-2016-2020,2016.0,2021-09-28 18:02:00,372642.12,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-14893,Theft,,Contents,,,,2021-09-28 00:00:00,39646.0,Home contents - Theft,Theft,,,True,False,missing_suburb
INC-14902,Theft,,Vehicle,JEEP,WRANGLER UNLTD RUBICON 3.6L V6 A/T-2011-2022,2015.0,2021-09-26 19:00:00,17733.26,Motor Vehicle - Theft,Theft,,,True,True,missing_suburb
INC-14912,Theft,,Contents,,,,2021-09-25 13:00:00,17586.0,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-14916,Theft,,Contents,,,,2021-09-25 04:30:00,13000.6,Home contents - Theft,Theft,,,True,True,missing_suburb
INC-14936,Theft,,Contents,,,,2021-09-23 11:00:00,50000.0,Home contents - Theft,Theft,,,True,True,missing_suburb
