Incident,PERIL,SUBURB,ITEM_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,INCIDENT_DATE_TIME,CLAIM_AMOUNT,ITEM_CATEGORY,ITEM_PERIL_DESCR,SUBURB_RAW,SUBURB_CLEAN,amount_valid,time_reliable
INC-001,Theft,LYTTELTON MANOR,Contents,,,,2026-06-28 14:39:00,1725.0,Home contents - Theft,Theft,LYTTELTON MANOR,LYTTELTON MANOR,True,True
INC-002,Theft,BOKSBURG,Vehicle,MAZDA,CX-3-2015-,2020.0,2026-06-27 12:07:00,391572.28,Motor Vehicle - Theft,Theft,BOKSBURG,BOKSBURG,True,True
INC-003,Theft,VANDERBIJLPARK S. E. 8,Vehicle,HONDA,AMAZE 1.2 TREND-2018-,2022.0,2026-06-27 10:00:00,1750.0,Motor Vehicle - Theft,Theft,VANDERBIJLPARK S. E. 8,VANDERBIJLPARK S. E. 8,True,True
INC-004,Theft,VEREENIGING,Contents,,,,2026-06-24 12:28:00,66129.74,Home contents - Theft,Theft,VEREENIGING,VEREENIGING,True,True
INC-005,Theft,EAST LONDON CBD,Vehicle,VOLKSWAGEN,T-CROSS 1.0 TSI COMFORTLINE DSG-2019-,2022.0,2026-06-24 09:18:00,2584.63,Motor Vehicle - Theft,Theft,EAST LONDON CBD,EAST LONDON CBD,True,True
INC-006,Theft,MEYERTON PARK (FARMS),Vehicle,TOYOTA,STARLET CROSS 1.5XR A/T-2024-,2025.0,2026-06-23 06:59:00,53957.24,Motor Vehicle - Theft,Theft,MEYERTON PARK (FARMS),MEYERTON PARK (FARMS),True,True
INC-007,Theft,BEYERS PARK,Contents,,,,2026-06-23 03:20:00,5000.0,Home contents - Theft,Theft,BEYERS PARK,BEYERS PARK,True,True
INC-008,Theft,BELLAIR,Vehicle,HYUNDAI,TUCSON 2.0 PREMIUM-2016-2023,2017.0,2026-06-23 02:40:00,5593.42,Motor Vehicle - Theft,Theft,BELLAIR,BELLAIR,True,True
INC-009,Theft,WOODSTOCK,Contents,,,,2026-06-22 21:17:00,10000.0,Home contents - Theft,Theft,WOODSTOCK,WOODSTOCK,True,True
INC-010,Theft,NEWTON PARK,Vehicle,KIA,PEGAS 1.4 LX-2021-,2021.0,2026-06-22 17:22:00,8778.9,Motor Vehicle - Theft,Theft,NEWTON PARK,NEWTON PARK,True,True
INC-011,Theft,HARTEBEESPOORT,Vehicle,FORD,RANGER 2.0D BI-TURBO WILDTRAK 4X4 A/T P/U D/C-2019-,2022.0,2026-06-22 13:44:00,17941.61,Motor Vehicle - Theft,Theft,HARTEBEESPOORT,HARTEBEESPOORT,True,True
INC-012,Attempted Theft,WATERKLOOF GLEN,Contents,,,,2026-06-22 13:31:46,3574.0,Home contents - Theft,Theft,WATERKLOOF GLEN,WATERKLOOF GLEN,True,True
INC-014,Theft,WESTCLIFF,Vehicle,MITSUBISHI,PAJERO SPORT 2.4D 4X4 A/T-2017-2020,2018.0,2026-06-20 23:00:00,9077.9,Motor Vehicle - Theft,Theft,WESTCLIFF,WESTCLIFF,True,True
INC-015,Theft,RADIOKOP,Contents,,,,2026-06-20 18:45:00,49359.92,Home contents - Theft,Theft,RADIOKOP,RADIOKOP,True,True
INC-016,Theft,GREEN POINT,Vehicle,HYUNDAI,VENUE 1.0 TGDI FLUID DCT-2022-,2024.0,2026-06-20 18:30:00,21505.67,Motor Vehicle - Theft,Theft,GREEN POINT,GREEN POINT,True,True
INC-017,Theft,HIGH RIDING COUNTRY ESTATE,Contents,,,,2026-06-20 17:10:00,32500.0,Home contents - Theft,Theft,HIGH RIDING COUNTRY ESTATE,HIGH RIDING COUNTRY ESTATE,True,True
INC-018,Theft,BENMORE GARDENS,Contents,,,,2026-06-20 14:00:04,27999.0,Home contents - Theft,Theft,BENMORE GARDENS,BENMORE GARDENS,True,True
INC-019,Theft,PROTEA PARK,Contents,,,,2026-06-20 13:00:00,11910.0,Home contents - Theft,Theft,PROTEA PARK,PROTEA PARK,True,True
INC-020,Theft,SUNDOWNER,Vehicle,SUBARU,FORESTER 2.5 XT-2004-2005,2005.0,2026-06-20 08:20:00,90000.0,Motor Vehicle - Theft,Theft,SUNDOWNER,SUNDOWNER,True,True
INC-021,Theft,HALFWAY GARDENS,Vehicle,MERCEDES-BENZ,C180-2014-2018,2014.0,2026-06-19 17:15:00,197929.06,Motor Vehicle - Theft,Theft,HALFWAY GARDENS,HALFWAY GARDENS,True,True
INC-022,Theft,PORT ELIZABETH,Vehicle,SUZUKI,SWIFT 1.2 GL-2024-,2026.0,2026-06-19 12:48:01,1692.98,Motor Vehicle - Theft,Theft,PORT ELIZABETH,PORT ELIZABETH,True,True
INC-023,Theft,UPINGTON,Contents,,,,2026-06-17 14:20:00,38753.0,Home contents - Theft,Theft,UPINGTON,UPINGTON,True,True
INC-025,Theft,CAPE TOWN CITY CENTRE,Vehicle,FIAT,500X 1.4T CROSS-2015-2022,2015.0,2026-06-17 03:16:00,4312.5,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True
INC-026,Theft,KUILS RIVER,Vehicle,HYUNDAI,VENUE 1.0 TGDI MOTION-2019-2023,2022.0,2026-06-16 18:30:00,16418.85,Motor Vehicle - Theft,Theft,KUILS RIVER,KUILS RIVER,True,True
INC-027,Burglary,WINGATE PARK,Contents,,,,2026-06-16 03:29:00,35063.0,Home contents - Theft,Theft,WINGATE PARK,WINGATE PARK,True,True
INC-028,Theft,PRETORIA NORTH,Vehicle,FORD,RANGER 2.2TDCi XLS 4X4 A/T P/U D/C-2016-2020,2020.0,2026-06-14 17:00:00,12381.02,Motor Vehicle - Theft,Theft,PRETORIA NORTH,PRETORIA NORTH,True,True
INC-029,Theft,MELVILLE,Vehicle,VOLKSWAGEN,POLO 1.0 TSI R-LINE DSG-2022-,2024.0,2026-06-14 16:30:00,522860.0,Motor Vehicle - Theft,Theft,MELVILLE,MELVILLE,True,True
INC-030,Theft,MORNINGSIDE,Vehicle,FORD,EVEREST 2.0D XLT SPORT 4X4 A/T-2021-2023,2023.0,2026-06-14 10:30:00,14200.04,Motor Vehicle - Theft,Theft,MORNINGSIDE,MORNINGSIDE,True,True
INC-031,Theft,RIVERGATE,Vehicle,VOLKSWAGEN,POLO VIVO 1.6 TRENDLINE 5Dr-2010-2014,2013.0,2026-06-14 00:40:00,135000.0,Motor Vehicle - Theft,Theft,RIVERGATE,RIVERGATE,True,True
INC-032,Theft,VERULAM,Vehicle,HYUNDAI,TUCSON 1.6TGDI ELITE DCT-2018-2023,2021.0,2026-06-14 00:00:00,1750.0,Motor Vehicle - Theft,Theft,VERULAM,VERULAM,True,False
INC-034,Theft,DESPATCH,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB LEGEND A/T P/U D/C-2020-,2021.0,2026-06-13 19:30:00,11589.01,Motor Vehicle - Theft,Theft,DESPATCH,DESPATCH,True,True
INC-035,Theft,CAMBRIDGE,Vehicle,TOYOTA,HILUX 1800 (Col Shf) P/U S/C-1987-1998,1994.0,2026-06-13 18:00:00,1572.28,Motor Vehicle - Theft,Theft,CAMBRIDGE,CAMBRIDGE,True,True
INC-036,Theft,PORT ELIZABETH,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB 21 LEGEND RS 4X4 P/U D/C-2021-2023,2023.0,2026-06-13 04:00:00,18437.07,Motor Vehicle - Theft,Theft,PORT ELIZABETH,PORT ELIZABETH,True,True
INC-037,Theft,STELLENBOSCH,Contents,,,,2026-06-12 08:15:00,3660.0,Home contents - Theft,Theft,STELLENBOSCH,STELLENBOSCH,True,True
INC-038,Theft,LONE HILL,Contents,,,,2026-06-12 08:00:00,9895.0,Home contents - Theft,Theft,LONE HILL,LONE HILL,True,True
INC-039,Theft,FERNDALE,Vehicle,HYUNDAI,ATOS 1.1 MOTION-2019-,2022.0,2026-06-11 20:24:00,1572.28,Motor Vehicle - Theft,Theft,FERNDALE,FERNDALE,True,True
INC-040,Theft,FAIRVIEW,Contents,,,,2026-06-11 05:00:00,1300.0,Home contents - Theft,Theft,FAIRVIEW,FAIRVIEW,True,True
INC-041,Theft,PRETORIA CENTRAL,Vehicle,TOYOTA,COROLLA CROSS 1.8 XS-2021-,2023.0,2026-06-10 20:26:00,343054.06,Motor Vehicle - Theft,Theft,PRETORIA CENTRAL,PRETORIA CENTRAL,True,True
INC-042,Theft,SCHOEMANSVILLE,Vehicle,VOLKSWAGEN,AMAROK 2.0 BiTDi HIGHLINE 132KW 4MOT A/T D/C P/U-2017-,2024.0,2026-06-10 15:00:00,54694.08,Motor Vehicle - Theft,Theft,SCHOEMANSVILLE,SCHOEMANSVILLE,True,True
INC-043,Theft,BRYANSTON,Contents,,,,2026-06-10 12:45:00,28396.9,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True
INC-044,Theft,BLUE HILLS,Contents,,,,2026-06-10 01:00:00,27588.0,Home contents - Theft,Theft,BLUE HILLS,BLUE HILLS,True,True
INC-045,Theft,BLUE HILLS,Vehicle,LEXUS,NX 2.0T EX/300 EX-2015-2020,2015.0,2026-06-10 01:00:00,7868.04,Motor Vehicle - Theft,Theft,BLUE HILLS,BLUE HILLS,True,True
INC-046,Theft,WALMER,Contents,,,,2026-06-09 14:26:00,31066.48,Home contents - Theft,Theft,WALMER,WALMER,True,True
INC-047,Theft,SWARTKLIP,Vehicle,FORD,RANGER 3.2TDCi WILDTRAK A/T P/U D/C-2015-2020,2018.0,2026-06-09 08:30:00,4977.57,Motor Vehicle - Theft,Theft,SWARTKLIP,SWARTKLIP,True,True
INC-048,Hijack,MARLBORO,Vehicle,HAVAL,H7 2.0T SUPER LUXURY 4X4 DCT-2024-,2026.0,2026-06-09 07:16:00,33195.18,Motor Vehicle - Theft,Hijack,MARLBORO,MARLBORO,True,True
INC-049,Hijack,MARLBORO,Vehicle,HAVAL,H7 2.0T SUPER LUXURY 4X4 DCT-2024-,2025.0,2026-06-09 07:10:00,3008.8,Motor Vehicle - Theft,Hijack,MARLBORO,MARLBORO,True,True
INC-050,Theft,MNANDI AH,Contents,,,,2026-06-09 02:30:00,37019.0,Home contents - Theft,Theft,MNANDI AH,MNANDI AH,True,True
INC-051,Theft,OLIVEDALE,Contents,,,,2026-06-08 01:00:00,5360.0,Home contents - Theft,Theft,OLIVEDALE,OLIVEDALE,True,True
INC-052,Theft,ROODEPOORT,Contents,,,,2026-06-07 13:34:00,30249.0,Home contents - Theft,Theft,ROODEPOORT,ROODEPOORT,True,True
INC-053,Theft,CRAIGHALL PARK,Vehicle,SUZUKI,JIMNY 1.5 GLX-2018-,2022.0,2026-06-07 12:40:00,309827.0,Motor Vehicle - Theft,Theft,CRAIGHALL PARK,CRAIGHALL PARK,True,True
INC-054,Theft,KEMPTON PARK,Contents,,,,2026-06-07 09:30:29,6498.0,Home contents - Theft,Theft,KEMPTON PARK,KEMPTON PARK,True,True
INC-055,Theft,BRYANSTON,Contents,,,,2026-06-06 22:00:00,15397.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True
INC-056,Theft,TAMBOERSKLOOF,Contents,,,,2026-06-06 20:00:00,8645.9,Home contents - Theft,Theft,TAMBOERSKLOOF,TAMBOERSKLOOF,True,True
INC-057,Theft,GREENSIDE EAST,Vehicle,VOLKSWAGEN,POLO 1.0 TSI HIGHLINE DSG (85KW)-2017-2023,2020.0,2026-06-06 14:30:00,44417.66,Motor Vehicle - Theft,Theft,GREENSIDE EAST,GREENSIDE EAST,True,True
INC-058,Theft,TURFFONTEIN,Vehicle,TOYOTA,FORTUNER 3.0D-4D R/B A/T-2009-2011,2010.0,2026-06-06 12:46:00,254872.28,Motor Vehicle - Theft,Theft,TURFFONTEIN,TURFFONTEIN,True,True
INC-059,Theft,WATERKLOOF,Contents,,,,2026-06-06 08:47:00,130048.0,Home contents - Theft,Theft,WATERKLOOF,WATERKLOOF,True,True
INC-061,Theft,THREE RIVERS,Contents,,,,2026-06-04 05:50:00,29919.0,Home contents - Theft,Theft,THREE RIVERS,THREE RIVERS,True,True
INC-062,Theft,THEESCOMBE AH,Contents,,,,2026-06-04 03:48:00,23104.87,Home contents - Theft,Theft,THEESCOMBE AH,THEESCOMBE AH,True,True
INC-063,Theft,STELLENBOSCH CENTRAL,Contents,,,,2026-06-04 00:45:40,12465.0,Home contents - Theft,Theft,STELLENBOSCH CENTRAL,STELLENBOSCH CENTRAL,True,True
INC-064,Theft,RYNSOORD,Contents,,,,2026-06-04 00:00:00,36046.0,Home contents - Theft,Theft,RYNSOORD,RYNSOORD,True,False
INC-065,Theft,NORTHMEAD,Vehicle,TOYOTA,FORTUNER 3.0D-4D HERITAGE R/B-2011-2013,2013.0,2026-06-03 19:20:00,268500.0,Motor Vehicle - Theft,Theft,NORTHMEAD,NORTHMEAD,True,True
INC-066,Theft,PARKLANDS,Contents,,,,2026-06-03 15:55:00,5799.0,Home contents - Theft,Theft,PARKLANDS,PARKLANDS,True,True
INC-067,Theft,SUNNINGHILL,Vehicle,FORD,RANGER 3.0 V6 BI TURBO ECOBOOST RAPTOR 4X4 A/T-2023-,2025.0,2026-06-03 13:00:54,33878.74,Motor Vehicle - Theft,Theft,SUNNINGHILL,SUNNINGHILL,True,True
INC-068,Theft,BEDFORDVIEW,Vehicle,TOYOTA,FORTUNER 3.0D-4D R/B-2011-2017,2012.0,2026-06-03 05:25:00,266872.28,Motor Vehicle - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True
INC-069,Theft,PORT ELIZABETH,Contents,,,,2026-06-03 04:20:00,17603.0,Home contents - Theft,Theft,PORT ELIZABETH,PORT ELIZABETH,True,True
INC-070,Theft,GREENSIDE,Contents,,,,2026-06-03 04:00:00,18588.0,Home contents - Theft,Theft,GREENSIDE,GREENSIDE,True,True
INC-071,Theft,HIGHRIDGE,Contents,,,,2026-06-03 01:00:00,28816.0,Home contents - Theft,Theft,HIGHRIDGE,HIGHRIDGE,True,True
INC-072,Theft,BENONI,Vehicle,TOYOTA,COROLLA 1.4D ESTEEM-2014-2017,2016.0,2026-06-02 21:00:00,1572.28,Motor Vehicle - Theft,Theft,BENONI,BENONI,True,True
INC-073,Theft,FOURWAYS,Vehicle,PEUGEOT,3008 1.6T ALLURE A/T-2021-,2024.0,2026-06-02 18:30:00,4312.5,Motor Vehicle - Theft,Theft,FOURWAYS,FOURWAYS,True,True
INC-074,Theft,STRATHAVON,Contents,,,,2026-06-02 15:53:00,115269.81,Home contents - Theft,Theft,STRATHAVON,STRATHAVON,True,True
INC-075,Theft,STRATHAVON,Vehicle,TOYOTA,URBAN CRUISER 1.5 XR A/T-2023-,2025.0,2026-06-02 15:53:00,27760.51,Motor Vehicle - Theft,Theft,STRATHAVON,STRATHAVON,True,True
INC-076,Theft,LA LUCIA,Vehicle,MERCEDES-BENZ,AMG G63-2018-,2022.0,2026-06-02 09:36:32,18124.4,Motor Vehicle - Theft,Theft,LA LUCIA,LA LUCIA,True,True
INC-077,Theft,FRAMESBY,Vehicle,SUZUKI,BALENO 1.5 GLX A/T-2022-,2022.0,2026-06-02 02:23:00,4450.0,Motor Vehicle - Theft,Theft,FRAMESBY,FRAMESBY,True,True
INC-078,Theft,FRAMESBY,Contents,,,,2026-06-02 02:23:00,12978.0,Home contents - Theft,Theft,FRAMESBY,FRAMESBY,True,True
INC-079,Theft,PROTEA GLEN,Contents,,,,2026-05-31 19:54:00,8689.33,Home contents - Theft,Theft,PROTEA GLEN,PROTEA GLEN,True,True
INC-080,Theft,MOUNT CROIX,Vehicle,HONDA,CR-V 1.5T EXCLUSIVE AWD CVT-2017-,2017.0,2026-05-31 16:00:00,22457.71,Motor Vehicle - Theft,Theft,MOUNT CROIX,MOUNT CROIX,True,True
INC-081,Theft,UMHLATUZANA,Vehicle,TOYOTA,COROLLA CROSS 1.8 XS HYBRID-2021-,2024.0,2026-05-31 15:39:00,442195.47,Motor Vehicle - Theft,Theft,UMHLATUZANA,UMHLATUZANA,True,True
INC-082,Theft,RANDHART,Vehicle,FORD,RANGER 2.2TDCi XLS P/U D/C-2011-2016,2012.0,2026-05-31 13:10:00,159280.0,Motor Vehicle - Theft,Theft,RANDHART,RANDHART,True,True
INC-083,Theft,ASHLEY,Contents,,,,2026-05-31 08:30:00,2473.28,Home contents - Theft,Theft,ASHLEY,ASHLEY,True,True
INC-084,Theft,ASHLEY,Vehicle,TOYOTA,FORTUNER 3.0D-4D R/B-2011-2017,2013.0,2026-05-31 08:30:00,278500.0,Motor Vehicle - Theft,Theft,ASHLEY,ASHLEY,True,True
INC-085,Theft,STELLENBOSCH,Vehicle,HONDA,BALLADE 150 LUXLINE-1992-1996,1992.0,2026-05-30 18:06:00,79431.99,Motor Vehicle - Theft,Theft,STELLENBOSCH,STELLENBOSCH,True,True
INC-086,Theft,RONDEBOSCH,Vehicle,TOYOTA,FORTUNER 3.0D-4D R/B A/T-2011-2017,2015.0,2026-05-30 18:00:00,318387.69,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True
INC-087,Theft,SEA POINT,Vehicle,RENAULT,KWID 1.0 DYNAMIQUE / ZEN / TECHNO 5DR-2019-,2020.0,2026-05-30 15:45:00,9438.44,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True
INC-088,Theft,SCHOEMANSVILLE,Vehicle,TOYOTA,LANDCRUISER 300 V6 3.5T GR-S-2021-,2024.0,2026-05-30 08:45:00,1963030.0,Motor Vehicle - Theft,Theft,SCHOEMANSVILLE,SCHOEMANSVILLE,True,True
INC-089,Theft,KLIPSPRUIT,Vehicle,TOYOTA,FORTUNER 2.8GD-6 4X4 A/T-2016-2020,2020.0,2026-05-30 07:40:00,612000.0,Motor Vehicle - Theft,Theft,KLIPSPRUIT,KLIPSPRUIT,True,True
INC-090,Theft,NASREC,Contents,,,,2026-05-29 23:00:00,11999.0,Home contents - Theft,Theft,NASREC,NASREC,True,True
INC-091,Theft,KRAAIFONTEIN AH,Vehicle,VOLKSWAGEN,MOVE UP! 1.0 5DR-2016-2021,2017.0,2026-05-29 22:00:58,17858.3,Motor Vehicle - Theft,Theft,KRAAIFONTEIN AH,KRAAIFONTEIN AH,True,True
INC-092,Theft,HEIDERAND,Contents,,,,2026-05-29 19:00:26,45171.0,Home contents - Theft,Theft,HEIDERAND,HEIDERAND,True,True
INC-093,Armed Robbery,PARKMORE,Contents,,,,2026-05-29 19:00:00,4927.2,,Armed Robbery,PARKMORE,PARKMORE,True,True
INC-094,Theft,FAERIE GLEN,Vehicle,TOYOTA,COROLLA CROSS 1.8 GR-S-2022-,2024.0,2026-05-29 12:30:00,424365.08,Motor Vehicle - Theft,Theft,FAERIE GLEN,FAERIE GLEN,True,True
INC-095,Theft,REDFERN,Vehicle,VOLKSWAGEN,POLO VIVO 1.6 COMFORTLINE TIP (5DR)-2017-,2023.0,2026-05-29 08:30:00,230500.0,Motor Vehicle - Theft,Theft,REDFERN,REDFERN,True,True
INC-096,Theft,BELA-BELA,Contents,,,,2026-05-29 02:16:21,25266.0,Home contents - Theft,Theft,BELA-BELA,BELA-BELA,True,True
INC-097,Theft,CAPE TOWN,Vehicle,HYUNDAI,VENUE 1.2 MOTION-2021-2023,2022.0,2026-05-28 19:00:00,25630.96,Motor Vehicle - Theft,Theft,CAPE TOWN,CAPE TOWN,True,True
INC-098,Hijack,VOSLOORUS,Contents,,,,2026-05-28 18:44:00,41500.52,Home contents - Theft,Hijack,VOSLOORUS,VOSLOORUS,True,True
INC-099,Theft,ROODEPOORT,Contents,,,,2026-05-27 20:51:57,21195.0,Home contents - Theft,Theft,ROODEPOORT,ROODEPOORT,True,True
INC-100,Theft,TYGER VALLEY,Vehicle,VOLKSWAGEN,CADDY4 CREWBUS 1.6i-2015-2020,2020.0,2026-05-27 20:00:00,14854.94,Motor Vehicle - Theft,Theft,TYGER VALLEY,TYGER VALLEY,True,True
INC-101,Theft,GREENSIDE,Vehicle,NISSAN,NAVARA 2.5DDTI PRO-4X 4X4 A/T D/C P/U-2021-,2023.0,2026-05-27 17:30:00,670142.28,Motor Vehicle - Theft,Theft,GREENSIDE,GREENSIDE,True,True
INC-102,Theft,GLENVISTA,Vehicle,LEXUS,NX 350T F-SPORT-2022-,2023.0,2026-05-27 10:30:00,20000.0,Motor Vehicle - Theft,Theft,GLENVISTA,GLENVISTA,True,True
INC-103,Theft,PRETORIA NORTH,Vehicle,TOYOTA,ETIOS 1.5 Xs/SPRINT 5Dr-2012-2022,2013.0,2026-05-27 09:21:00,101805.83,Motor Vehicle - Theft,Theft,PRETORIA NORTH,PRETORIA NORTH,True,True
INC-104,Theft,DINWIDDIE,Contents,,,,2026-05-27 04:45:00,3320.0,Home contents - Theft,Theft,DINWIDDIE,DINWIDDIE,True,True
INC-105,Theft,TABLEVIEW,Vehicle,FORD,ECOSPORT 1.5TiVCT AMBIENTE A/T-2020-,2020.0,2026-05-26 19:00:27,2000.0,Motor Vehicle - Theft,Theft,TABLEVIEW,TABLEVIEW,True,True
INC-106,Theft,LENASIA EXT 2,Vehicle,VOLKSWAGEN,POLO 1.0 TSI LIFE-2021-,2022.0,2026-05-26 18:40:00,106424.86,Motor Vehicle - Theft,Theft,LENASIA EXT 2,LENASIA EXT 2,True,True
INC-107,Theft,SALT RIVER,Contents,,,,2026-05-26 18:33:00,8110.0,Home contents - Theft,Theft,SALT RIVER,SALT RIVER,True,True
INC-108,Theft,LINDEN,Vehicle,TOYOTA,ETIOS 1.5 Xs/SPRINT 5Dr-2012-2022,2012.0,2026-05-26 15:26:00,83625.06,Motor Vehicle - Theft,Theft,LINDEN,LINDEN,True,True
INC-109,Theft,DASSIERAND,Contents,,,,2026-05-26 07:00:00,40827.0,Home contents - Theft,Theft,DASSIERAND,DASSIERAND,True,True
INC-110,Hijack,KIBLER PARK,Vehicle,HYUNDAI,I20 1.2 PREMIUM-2024-,2025.0,2026-05-25 18:30:00,262000.0,Motor Vehicle - Theft,Hijack,KIBLER PARK,KIBLER PARK,True,True
INC-111,Theft,COWIES HILL,Contents,,,,2026-05-25 04:05:00,7400.0,Home contents - Theft,Theft,COWIES HILL,COWIES HILL,True,True
INC-112,Theft,GANDHI`S HILL,Contents,,,,2026-05-24 22:00:00,5440.0,Home contents - Theft,Theft,GANDHI`S HILL,GANDHI`S HILL,True,True
INC-113,Theft,PHOENIX,Contents,,,,2026-05-24 15:30:00,2250.0,Home contents - Theft,Theft,PHOENIX,PHOENIX,True,True
INC-114,Theft,UMKOMAAS,Vehicle,NISSAN,NAVARA 2.5DDTI PRO-4X WARRIOR 4X4 A/T D/C P/U-2025-,2025.0,2026-05-24 07:55:00,919000.0,Motor Vehicle - Theft,Theft,UMKOMAAS,UMKOMAAS,True,True
INC-115,Theft,CHATSWORTH,Contents,,,,2026-05-23 20:55:00,6000.0,Home contents - Theft,Theft,CHATSWORTH,CHATSWORTH,True,True
INC-116,Theft,CHATSWORTH,Vehicle,VOLKSWAGEN,POLO VIVO 1.4 COMFORTLINE (5DR)-2017-,2022.0,2026-05-23 20:55:00,212500.0,Motor Vehicle - Theft,Theft,CHATSWORTH,CHATSWORTH,True,True
INC-117,Theft,VORNA VALLEY,Vehicle,VOLKSWAGEN,TIGUAN ALLSPACE 1.4 TSI DSG (110KW)-2022-,2025.0,2026-05-23 16:00:00,563205.03,Motor Vehicle - Theft,Theft,VORNA VALLEY,VORNA VALLEY,True,True
INC-118,Theft,MONTFORD,Contents,,,,2026-05-23 13:00:00,21749.0,Home contents - Theft,Theft,MONTFORD,MONTFORD,True,True
INC-119,Theft,KNYSNA,Contents,,,,2026-05-23 12:00:00,31412.5,Home contents - Theft,Theft,KNYSNA,KNYSNA,True,True
INC-120,Theft,EMALAHLENI OUTLYING,Vehicle,FORD,RANGER 2.0D BI-TURBO WILDTRAK 4X4 A/T D/C P/U-2022-,2023.0,2026-05-23 10:01:00,26911.8,Motor Vehicle - Theft,Theft,EMALAHLENI OUTLYING,EMALAHLENI OUTLYING,True,True
INC-121,Theft,RONDEBOSCH,Vehicle,VOLKSWAGEN,GOLF VII 1.2 TSI TRENDLINE-2013-2015,2014.0,2026-05-23 10:00:00,7748.5,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True
INC-122,Theft,RONDEBOSCH,Vehicle,FORD,EVEREST 2.2 TDCi  XLT A/T-2016-2020,2017.0,2026-05-23 10:00:00,7852.67,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True
INC-123,Theft,MUIZENBERG,Vehicle,TOYOTA,HILUX 3.0 D-4D LEGEND 45 4X4 P/U S/C-2014-2016,2016.0,2026-05-23 08:48:00,294200.0,Motor Vehicle - Theft,Theft,MUIZENBERG,MUIZENBERG,True,True
INC-124,Theft,WIERDA VALLEY,Contents,,,,2026-05-23 00:00:00,14649.0,Home contents - Theft,Theft,WIERDA VALLEY,WIERDA VALLEY,True,False
INC-125,Theft,SOSHANGUVE-P,Vehicle,ISUZU,KB 250D-TEQ HO HI RIDER P/U E/CAB-2015-2017,2016.0,2026-05-22 15:57:00,5642.92,Motor Vehicle - Theft,Theft,SOSHANGUVE-P,SOSHANGUVE-P,True,True
INC-126,Theft,RONDEBOSCH,Vehicle,VOLKSWAGEN,AMAROK 2.0 BiTDi HIGHLINE 132KW A/T D/C P/U-2014-2020,2017.0,2026-05-22 15:00:00,6520.0,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True
INC-127,Theft,OBSERVATORY,Vehicle,VOLKSWAGEN,POLO 1.4 TRENDLINE-2005-2010,2008.0,2026-05-22 14:31:00,8945.88,Motor Vehicle - Theft,Theft,OBSERVATORY,OBSERVATORY,True,True
INC-128,Theft,PARKTOWN,Contents,,,,2026-05-22 14:00:00,30000.0,Home contents - Theft,Theft,PARKTOWN,PARKTOWN,True,True
INC-129,Theft,FAERIE GLEN,Vehicle,NISSAN,NAVARA 2.5DDTI LE/LE PLUS 4X4 A/T D/C P/U-2021-,2021.0,2026-05-22 12:59:00,451200.0,Motor Vehicle - Theft,Theft,FAERIE GLEN,FAERIE GLEN,True,True
INC-130,Theft,SOMERSET WEST,Contents,,,,2026-05-21 19:05:00,1210.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True
INC-131,Theft,SOMERSET WEST,Vehicle,SUZUKI,IGNIS 1.2 GLX A/T-2017-,2024.0,2026-05-21 19:05:00,5484.9,Motor Vehicle - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True
INC-132,Theft,LOCHNERHOF,Contents,,,,2026-05-21 16:06:00,8499.0,Home contents - Theft,Theft,LOCHNERHOF,LOCHNERHOF,True,True
INC-133,Burglary,FREEWAY PARK,Contents,,,,2026-05-21 14:46:00,91827.89,Home contents - Theft,Theft,FREEWAY PARK,FREEWAY PARK,True,True
INC-134,Theft,MENLO PARK,Contents,,,,2026-05-21 14:30:00,10249.0,Home contents - Theft,Theft,MENLO PARK,MENLO PARK,True,True
INC-135,Theft,MUIZENBERG,Contents,,,,2026-05-21 12:51:00,2799.0,Home contents - Theft,Theft,MUIZENBERG,MUIZENBERG,True,True
INC-136,Theft,DURBANVILLE,Vehicle,TOYOTA,COROLLA CROSS 1.8 XS-2021-,2024.0,2026-05-20 21:40:00,367161.03,Motor Vehicle - Theft,Theft,DURBANVILLE,DURBANVILLE,True,True
INC-137,Theft,GRASSY PARK,Vehicle,TOYOTA,HILUX 4.0 V6 RAIDER 4X4 A/T P/U D/C-2008-2011,2010.0,2026-05-20 21:00:00,4550.39,Motor Vehicle - Theft,Theft,GRASSY PARK,GRASSY PARK,True,True
