Incident,PERIL,SUBURB,ITEM_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,INCIDENT_DATE_TIME,CLAIM_AMOUNT,ITEM_CATEGORY,ITEM_PERIL_DESCR,SUBURB_RAW,SUBURB_CLEAN,amount_valid,time_reliable
INC-14044,Theft,EERSTE RIVER INDUSTRIAL,Vehicle,HAVAL,H2 1.5T CITY-2017-2022,2018.0,2021-12-10 18:50:00,2000.0,Motor Vehicle - Theft,Theft,EERSTE RIVER INDUSTRIAL,EERSTE RIVER INDUSTRIAL,True,True
INC-14045,Theft,STELLENRYK,Contents,,,,2021-12-10 17:00:00,231416.0,Home contents - Theft,Theft,STELLENRYK,STELLENRYK,True,True
INC-14046,Theft,SUNDOWNER,Contents,,,,2021-12-10 15:01:00,27804.95,Home contents - Theft,Theft,SUNDOWNER,SUNDOWNER,True,True
INC-14047,Theft,ISANDO,Vehicle,TOYOTA,FORTUNER 2.8GD-6 4X4 A/T-2016-2020,2019.0,2021-12-10 13:00:00,18140.48,Motor Vehicle - Theft,Theft,ISANDO,ISANDO,True,True
INC-14048,Theft,GROSVENOR,Contents,,,,2021-12-10 12:31:00,32565.82,Home contents - Theft,Theft,GROSVENOR,GROSVENOR,True,True
INC-14049,Theft,AMANZIMTOTI,Contents,,,,2021-12-10 09:00:00,1999.0,Home contents - Theft,Theft,AMANZIMTOTI,AMANZIMTOTI,True,True
INC-14050,Theft,ROODEPOORT,Vehicle,MAZDA,CX-3 2.0 INDIVIDUAL A/T-2015-,2021.0,2021-12-10 08:43:00,2000.0,Motor Vehicle - Theft,Theft,ROODEPOORT,ROODEPOORT,True,True
INC-14051,Theft,GARDENS,Contents,,,,2021-12-10 02:55:00,75274.0,Home contents - Theft,Theft,GARDENS,GARDENS,True,True
INC-14052,Theft,TAMBOERSKLOOF,Contents,,,,2021-12-09 21:20:00,32427.0,Home contents - Theft,Theft,TAMBOERSKLOOF,TAMBOERSKLOOF,True,True
INC-14053,Theft,HERMANUS,Contents,,,,2021-12-09 21:00:00,33983.0,Home contents - Theft,Theft,HERMANUS,HERMANUS,True,True
INC-14054,Theft,BRONKHORSTSPRUIT,Contents,,,,2021-12-09 16:22:00,12972.59,Home contents - Theft,Theft,BRONKHORSTSPRUIT,BRONKHORSTSPRUIT,True,True
INC-14055,Hijack,LENASIA,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB RAIDER A/T P/U D/C-2016-2020,2016.0,2021-12-09 15:00:00,7494.15,Motor Vehicle - Theft,Hijack,LENASIA,LENASIA,True,True
INC-14056,Theft,WITKOPPEN,Vehicle,FORD,RANGER 2.0D BI-TURBO THUNDER A/T P/U D/C-2020-,2020.0,2021-12-09 12:12:00,12943.79,Motor Vehicle - Theft,Theft,WITKOPPEN,WITKOPPEN,True,True
INC-14057,Theft,KEMPTON PARK,Vehicle,FORD,RANGER 2.0D BI-TURBO WILDTRAK A/T P/U D/C-2019-,2020.0,2021-12-09 09:57:00,12399.36,Motor Vehicle - Theft,Theft,KEMPTON PARK,KEMPTON PARK,True,True
INC-14058,Hijack,WENDYWOOD,Vehicle,TOYOTA,YARIS T3 A/C 5Dr-2005-2010,2006.0,2021-12-09 09:12:00,39695.55,Motor Vehicle - Theft,Hijack,WENDYWOOD,WENDYWOOD,True,True
INC-14059,Hijack,LINCOLN MEADE,Vehicle,MERCEDES-BENZ,C220d AMG COUPE A/T-2016-2018,2016.0,2021-12-09 08:00:00,1926.15,Motor Vehicle - Theft,Hijack,LINCOLN MEADE,LINCOLN MEADE,True,True
INC-14060,Theft,GLENMARAIS,Contents,,,,2021-12-09 06:00:00,20652.96,Home contents - Theft,Theft,GLENMARAIS,GLENMARAIS,True,True
INC-14061,Theft,TURFLAAGTE,Vehicle,AUDI,A3 SPORTBACK 1.8T FSI SE-2013-2016,2014.0,2021-12-09 00:00:00,7224.25,Motor Vehicle - Theft,Theft,TURFLAAGTE,TURFLAAGTE,True,False
INC-14062,Theft,HEUWELSIG,Vehicle,FORD,RANGER 3.2TDCi XLT 4X4 P/U D/C-2015-2020,2017.0,2021-12-09 00:00:00,4427.5,Motor Vehicle - Theft,Theft,HEUWELSIG,HEUWELSIG,True,False
INC-14063,Theft,YELLOW WOOD PARK,Vehicle,AUDI,A3 1.8T FSI SE 3DR-2012-2016,2015.0,2021-12-08 21:00:00,7033.62,Motor Vehicle - Theft,Theft,YELLOW WOOD PARK,YELLOW WOOD PARK,True,True
INC-14064,Theft,PARKLANDS,Contents,,,,2021-12-08 17:20:00,44594.95,Home contents - Theft,Theft,PARKLANDS,PARKLANDS,True,True
INC-14065,Theft,JOHANNESBURG,Vehicle,PEUGEOT,108 1.0 THP ACTIVE-2019-2023,2021.0,2021-12-08 15:00:00,3316.65,Motor Vehicle - Theft,Theft,JOHANNESBURG,JOHANNESBURG,True,True
INC-14066,Theft,MIDLANDS ESTATE,Contents,,,,2021-12-08 13:00:00,30055.0,Home contents - Theft,Theft,MIDLANDS ESTATE,MIDLANDS ESTATE,True,True
INC-14067,Theft,KRUGERSDORP,Contents,,,,2021-12-08 11:11:00,119125.17,Home contents - Theft,Theft,KRUGERSDORP,KRUGERSDORP,True,True
INC-14068,Theft,STRAND,Contents,,,,2021-12-08 10:45:00,12865.0,Home contents - Theft,Theft,STRAND,STRAND,True,True
INC-14069,Theft,REMBRANDTPARK,Contents,,,,2021-12-08 10:30:00,55236.0,Home contents - Theft,Theft,REMBRANDTPARK,REMBRANDTPARK,True,True
INC-14070,Theft,MONUMENT,Vehicle,TOYOTA,FORTUNER 3.0D-4D R/B A/T-2011-2017,2013.0,2021-12-08 07:42:00,242752.87,Motor Vehicle - Theft,Theft,MONUMENT,MONUMENT,True,True
INC-14072,Theft,TOKAI,Contents,,,,2021-12-08 05:00:00,18463.85,Home contents - Theft,Theft,TOKAI,TOKAI,True,True
INC-14073,Theft,PALMotor VehicleIEW,Contents,,,,2021-12-08 03:35:00,56415.01,Home contents - Theft,Theft,PALMotor VehicleIEW,PALMOTOR VEHICLEIEW,True,True
INC-14074,Burglary,ELSPARK,Contents,,,,2021-12-08 02:30:00,8999.0,Home contents - Theft,Theft,ELSPARK,ELSPARK,True,True
INC-14075,Theft,MONUMENT PARK,Contents,,,,2021-12-08 00:00:00,6842.0,Home contents - Theft,Theft,MONUMENT PARK,MONUMENT PARK,True,False
INC-14076,Theft,JOHANNESBURG,Vehicle,MERCEDES-BENZ,C250 BLUETEC AMG LINE A/T-2014-2018,2015.0,2021-12-07 17:20:00,20357.6,Motor Vehicle - Theft,Theft,JOHANNESBURG,JOHANNESBURG,True,True
INC-14077,Theft,DE BRON,Contents,,,,2021-12-07 08:30:00,6784.33,Home contents - Theft,Theft,DE BRON,DE BRON,True,True
INC-14078,Theft,SEA POINT,Vehicle,FIAT,500 1.2-2010-2020,2015.0,2021-12-07 06:28:22,2326.22,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True
INC-14079,Theft,DURBANVILLE,Contents,,,,2021-12-07 06:00:00,77131.78,Home contents - Theft,Theft,DURBANVILLE,DURBANVILLE,True,True
INC-14080,Stolen and recovered,MORNINGSIDE,Contents,,,,2021-12-07 05:20:00,359519.0,Home contents - Theft,Theft,MORNINGSIDE,MORNINGSIDE,True,True
INC-14081,Theft,PRETORIUSRUS,Vehicle,VOLKSWAGEN,JETTA 1.6 COMFORTLINE-2006-2010,2006.0,2021-12-07 05:20:00,9623.0,Motor Vehicle - Theft,Theft,PRETORIUSRUS,PRETORIUSRUS,True,True
INC-14082,Theft,BONAERO PARK,Contents,,,,2021-12-07 03:44:00,3900.0,Home contents - Theft,Theft,BONAERO PARK,BONAERO PARK,True,True
INC-14083,Burglary,BETTY'S BAY,Contents,,,,2021-12-07 01:00:00,28429.0,Home contents - Theft,Theft,BETTY'S BAY,BETTY'S BAY,True,True
INC-14084,Theft,SCHOENMAKERSKOP,Vehicle,CHEVROLET,SPARK L 5Dr-2005-2010,2008.0,2021-12-07 00:00:00,8494.35,Motor Vehicle - Theft,Theft,SCHOENMAKERSKOP,SCHOENMAKERSKOP,True,False
INC-14085,Theft,BRAKPAN,Vehicle,HYUNDAI,i20 1.4-2009-2012,2010.0,2021-12-06 23:00:00,31590.3,Motor Vehicle - Theft,Theft,BRAKPAN,BRAKPAN,True,True
INC-14086,Theft,BELLVILLE CENTRAL,Contents,,,,2021-12-06 21:30:00,26499.0,Home contents - Theft,Theft,BELLVILLE CENTRAL,BELLVILLE CENTRAL,True,True
INC-14087,Theft,ROBINDALE,Contents,,,,2021-12-06 16:00:00,8915.0,Home contents - Theft,Theft,ROBINDALE,ROBINDALE,True,True
INC-14088,Stolen and recovered,WOODMEAD,Vehicle,TOYOTA,LANDCRUISER 200 V8 4.5D VX A/T-2012-2016,2015.0,2021-12-06 13:33:00,214549.13,Motor Vehicle - Theft,Theft,WOODMEAD,WOODMEAD,True,True
INC-14089,Theft,FLORIDA,Vehicle,TOYOTA,ETIOS 1.5 Xi-2012-2022,2016.0,2021-12-06 13:30:00,121200.0,Motor Vehicle - Theft,Theft,FLORIDA,FLORIDA,True,True
INC-14090,Theft,BURGUNDY ESTATE,Contents,,,,2021-12-06 12:00:00,2159.0,Home contents - Theft,Theft,BURGUNDY ESTATE,BURGUNDY ESTATE,True,True
INC-14091,Theft,NEWLANDS,Contents,,,,2021-12-06 09:35:00,23899.0,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True
INC-14092,Theft,ALICE,Vehicle,RENAULT,KWID 1.0 DYNAMIQUE 5DR-2016-2020,2017.0,2021-12-06 06:00:00,3953.97,Motor Vehicle - Theft,Theft,ALICE,ALICE,True,True
INC-14093,Theft,WITPOORTJIE,Vehicle,CHEVROLET,CRUZE 1.6 L-2009-2015,2012.0,2021-12-06 06:00:00,40682.58,Motor Vehicle - Theft,Theft,WITPOORTJIE,WITPOORTJIE,True,True
INC-14094,Theft,EDENVALE,Vehicle,FORD,RANGER FX4 2.0D A/T P/U D/C-2021-,2021.0,2021-12-06 04:53:00,7318.1,Motor Vehicle - Theft,Theft,EDENVALE,EDENVALE,True,True
INC-14095,Theft,HARTENBOS,Contents,,,,2021-12-06 00:15:00,23257.0,Home contents - Theft,Theft,HARTENBOS,HARTENBOS,True,True
INC-14096,Theft,HOEKWIL,Contents,,,,2021-12-06 00:00:00,36817.2,Home contents - Theft,Theft,HOEKWIL,HOEKWIL,True,False
INC-14097,Stolen and recovered,CASTLE HILL,Vehicle,TOYOTA,ETIOS 1.5 Xs/SPRINT 5Dr-2012-2022,2019.0,2021-12-05 16:20:00,130422.66,Motor Vehicle - Theft,Hijack,CASTLE HILL,CASTLE HILL,True,True
INC-14099,Theft,CRAIGAVON AH,Contents,,,,2021-12-05 08:30:00,9317.99,Home contents - Theft,Theft,CRAIGAVON AH,CRAIGAVON AH,True,True
INC-14101,Theft,GLEN HILLS,Contents,,,,2021-12-05 04:00:00,19947.0,Home contents - Theft,Theft,GLEN HILLS,GLEN HILLS,True,True
INC-14102,Theft,BERARIO,Contents,,,,2021-12-05 00:00:00,37378.98,Home contents - Theft,Theft,BERARIO,BERARIO,True,False
INC-14104,Theft,IDUTYWA,Contents,,,,2021-12-04 20:14:00,25544.9,Home contents - Theft,Theft,IDUTYWA,IDUTYWA,True,True
INC-14105,Theft,ADAMAYVIEW,Contents,,,,2021-12-04 16:00:00,9270.0,Home contents - Theft,Theft,ADAMAYVIEW,ADAMAYVIEW,True,True
INC-14106,Theft,WELGEMOED,Contents,,,,2021-12-04 15:30:00,7941.7,Home contents - Theft,Theft,WELGEMOED,WELGEMOED,True,True
INC-14107,Theft,ROUXVILLE,Contents,,,,2021-12-04 14:03:00,4699.0,Home contents - Theft,Theft,ROUXVILLE,ROUXVILLE,True,True
INC-14108,Theft,RANDPARK,Contents,,,,2021-12-04 14:00:00,11473.2,Home contents - Theft,Theft,RANDPARK,RANDPARK,True,True
INC-14109,Theft,HERMANUS,Contents,,,,2021-12-04 13:38:00,35660.0,Home contents - Theft,Theft,HERMANUS,HERMANUS,True,True
INC-14110,Theft,MOOIKLOOF,Vehicle,BMW,X1 sDRIVE20d M SPORT A/T (F48)-2015-2020,2016.0,2021-12-04 12:30:00,2500.0,Motor Vehicle - Theft,Theft,MOOIKLOOF,MOOIKLOOF,True,True
INC-14111,Theft,MOOIKLOOF,Vehicle,TOYOTA,HILUX 3.0D-4D LEGEND 45 XTRA CAB P/U-2014-2016,2015.0,2021-12-04 12:30:00,85611.56,Motor Vehicle - Theft,Theft,MOOIKLOOF,MOOIKLOOF,True,True
INC-14112,Theft,FICHARDT PARK,Vehicle,TOYOTA,ETIOS 1.5 Xi 5Dr-2012-2022,2013.0,2021-12-04 11:00:00,10998.58,Motor Vehicle - Theft,Theft,FICHARDT PARK,FICHARDT PARK,True,True
INC-14113,Theft,CLUBVIEW,Vehicle,TOYOTA,ETIOS CROSS 1.5 Xs 5Dr-2014-2022,2017.0,2021-12-04 10:30:00,162437.36,Motor Vehicle - Theft,Theft,CLUBVIEW,CLUBVIEW,True,True
INC-14114,Theft,ALBERTON,Contents,,,,2021-12-04 10:00:00,4088.0,Home contents - Theft,Theft,ALBERTON,ALBERTON,True,True
INC-14115,Theft,SUNNINGHILL,Contents,,,,2021-12-04 10:00:00,5066.6,Home contents - Theft,Theft,SUNNINGHILL,SUNNINGHILL,True,True
INC-14116,Theft,KEMPTON PARK,Contents,,,,2021-12-04 08:15:00,2500.0,Home contents - Theft,Theft,KEMPTON PARK,KEMPTON PARK,True,True
INC-14117,Theft,KEMPTON PARK,Vehicle,KIA,SPORTAGE 2.0 EX+  A/T-2018-2023,2020.0,2021-12-04 08:15:00,2500.0,Motor Vehicle - Theft,Theft,KEMPTON PARK,KEMPTON PARK,True,True
INC-14118,Theft,MOOIKLOOF,Contents,,,,2021-12-04 04:57:00,40905.0,Home contents - Theft,Theft,MOOIKLOOF,MOOIKLOOF,True,True
INC-14119,Theft,WINKLESPRUIT,Contents,,,,2021-12-04 04:45:00,61802.0,Home contents - Theft,Theft,WINKLESPRUIT,WINKLESPRUIT,True,True
INC-14120,Theft,STELLENBOSCH,Vehicle,MAHINDRA,SCORPIO 2.6 TDi 4X4-2004-2006,2004.0,2021-12-04 04:00:00,3188.75,Motor Vehicle - Theft,Theft,STELLENBOSCH,STELLENBOSCH,True,True
INC-14121,Theft,KRUGERSDORP,Contents,,,,2021-12-03 22:00:00,21339.96,Home contents - Theft,Theft,KRUGERSDORP,KRUGERSDORP,True,True
INC-14122,Theft,RUSTENBURG,Contents,,,,2021-12-03 21:00:00,18404.9,Home contents - Theft,Theft,RUSTENBURG,RUSTENBURG,True,True
INC-14123,Theft,UNIVERSITAS,Contents,,,,2021-12-03 19:42:00,39573.0,Home contents - Theft,Theft,UNIVERSITAS,UNIVERSITAS,True,True
INC-14124,Theft,MAGALIESBURG,Vehicle,JEEP,COMPASS 2.0 LTD-2011-2018,2011.0,2021-12-03 19:00:00,2000.0,Motor Vehicle - Theft,Theft,MAGALIESBURG,MAGALIESBURG,True,True
INC-14125,Theft,GORDONS BAY,Contents,,,,2021-12-03 18:00:00,90949.85,Home contents - Theft,Theft,GORDONS BAY,GORDONS BAY,True,True
INC-14126,Theft,PRETORIA CENTRAL,Vehicle,,,,2021-12-03 17:00:00,13198.47,Motor Vehicle - Theft,Theft,PRETORIA CENTRAL,PRETORIA CENTRAL,True,True
INC-14127,Theft,LITTLE FALLS,Contents,,,,2021-12-03 15:00:00,67499.95,Home contents - Theft,Theft,LITTLE FALLS,LITTLE FALLS,True,True
INC-14128,Theft,MBOMBELA,Vehicle,TOYOTA,HILUX 2.8 GD-6 RAIDER 4X4 A/T P/U D/C-2016-2020,2017.0,2021-12-03 12:37:00,2000.0,Motor Vehicle - Theft,Theft,MBOMBELA,MBOMBELA,True,True
INC-14129,Theft,MORELETAPARK,Contents,,,,2021-12-03 10:00:00,16980.0,Home contents - Theft,Theft,MORELETAPARK,MORELETAPARK,True,True
INC-14130,Theft,KUILS RIVER,Contents,,,,2021-12-03 09:12:00,5649.0,Home contents - Theft,Theft,KUILS RIVER,KUILS RIVER,True,True
INC-14131,Theft,RYNFIELD,Vehicle,FORD,RANGER 3.2TDCi XLT 4X4 P/U D/C-2011-2015,2014.0,2021-12-03 06:55:00,309700.0,Motor Vehicle - Theft,Theft,RYNFIELD,RYNFIELD,True,True
INC-14132,Theft,WOODHURST,Vehicle,KIA,RIO 1.4 TEC 5DR A/T-2011-2018,2017.0,2021-12-03 06:30:00,43750.0,Motor Vehicle - Theft,Theft,WOODHURST,WOODHURST,True,True
INC-14133,Theft,HEILBRON,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB RAIDER A/T P/U D/C-2016-2020,2018.0,2021-12-03 04:00:00,453866.91,Motor Vehicle - Theft,Theft,HEILBRON,HEILBRON,True,True
INC-14134,Theft,EASTRIDGE,Vehicle,VOLKSWAGEN,POLO 1.0 TSI TRENDLINE-2017-2023,2020.0,2021-12-03 00:00:00,915.98,Motor Vehicle - Theft,Theft,EASTRIDGE,EASTRIDGE,True,False
INC-14135,Hijack,LOMBARDY WEST,Vehicle,VOLKSWAGEN,POLO 1.0 TSI HIGHLINE DSG (85KW)-2017-2023,2020.0,2021-12-02 22:00:00,337376.71,Motor Vehicle - Theft,Hijack,LOMBARDY WEST,LOMBARDY WEST,True,True
INC-14136,Theft,FLORIDA,Vehicle,VOLKSWAGEN,POLO VIVO 1.4 COMFORTLINE (5DR)-2017-,2018.0,2021-12-02 18:15:00,152000.0,Motor Vehicle - Theft,Theft,FLORIDA,FLORIDA,True,True
INC-14137,Theft,CENTURION RURAL,Contents,,,,2021-12-02 12:00:00,378658.44,Home contents - Theft,Theft,CENTURION RURAL,CENTURION RURAL,True,True
INC-14138,Theft,CENTURION RURAL,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB LEGEND RS 4X4 A/T P/U D/C-2020-,2021.0,2021-12-02 12:00:00,5548.78,Motor Vehicle - Theft,Theft,CENTURION RURAL,CENTURION RURAL,True,True
INC-14139,Burglary,PINE PARK,Contents,,,,2021-12-02 12:00:00,22657.0,Home contents - Theft,Theft,PINE PARK,PINE PARK,True,True
INC-14140,Theft,RIAMARPARK,Vehicle,FORD,RANGER 2.2TDCi XL P/U D/C-2011-2016,2013.0,2021-12-02 10:22:00,9136.5,Motor Vehicle - Theft,Theft,RIAMARPARK,RIAMARPARK,True,True
INC-14141,Theft,FOURWAYS,Contents,,,,2021-12-02 08:36:00,42100.0,Home contents - Theft,Theft,FOURWAYS,FOURWAYS,True,True
INC-14142,Theft,LEPHALALE,Contents,,,,2021-12-02 03:00:00,8499.0,Home contents - Theft,Theft,LEPHALALE,LEPHALALE,True,True
INC-14143,Theft,BROADWOOD,Contents,,,,2021-12-02 03:00:00,20844.0,Home contents - Theft,Theft,BROADWOOD,BROADWOOD,True,True
INC-14144,Theft,MEYERSDAL,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB RAIDER A/T P/U D/C-2018-2021,2018.0,2021-12-01 19:40:00,476598.26,Motor Vehicle - Theft,Theft,MEYERSDAL,MEYERSDAL,True,True
INC-14145,Theft,WATERKLOOF,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB LEGEND P/U D/C-2020-,2021.0,2021-12-01 16:44:00,745877.08,Motor Vehicle - Theft,Theft,WATERKLOOF,WATERKLOOF,True,True
INC-14146,Theft,NORTHWOLD,Contents,,,,2021-12-01 13:00:00,26382.0,Home contents - Theft,Theft,NORTHWOLD,NORTHWOLD,True,True
INC-14147,Theft,SHERWOOD,Contents,,,,2021-12-01 12:00:00,51086.0,Home contents - Theft,Theft,SHERWOOD,SHERWOOD,True,True
INC-14148,Theft,BAZIYA,Vehicle,FORD,RANGER 3.2TDCi 3.2 WILDTRAK 4X4 A/T P/U D/C-2015-2020,2017.0,2021-12-01 11:00:00,17501.7,Motor Vehicle - Theft,Theft,BAZIYA,BAZIYA,True,True
INC-14149,Theft,ROOIHUISKRAAL,Vehicle,ISUZU,KB 300 D-TEQ LX A/T P/U E/CAB-2016-2020,2019.0,2021-12-01 08:31:00,5610.17,Motor Vehicle - Theft,Theft,ROOIHUISKRAAL,ROOIHUISKRAAL,True,True
INC-14150,Theft,MATROOSFONTEIN,Vehicle,OPEL,CORSA 1.6 SPORT-2002-2007,2006.0,2021-12-01 07:10:00,1019.99,Motor Vehicle - Theft,Theft,MATROOSFONTEIN,MATROOSFONTEIN,True,True
INC-14151,Theft,LOMBARDY EAST,Contents,,,,2021-12-01 06:00:00,19985.0,Home contents - Theft,Theft,LOMBARDY EAST,LOMBARDY EAST,True,True
INC-14152,Theft,CAPE TOWN CITY CENTRE,Vehicle,MITSUBISHI,ASX 2.0 GLS-2013-2020,2014.0,2021-12-01 00:00:00,3154.25,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,False
INC-14153,Theft,PINELANDS,Contents,,,,2021-11-30 18:00:00,3750.0,Home contents - Theft,Theft,PINELANDS,PINELANDS,True,True
INC-14154,Theft,BROADACRES AH,Vehicle,VOLVO,V40 D2 KINETIC-2016-2018,2017.0,2021-11-30 17:00:00,14702.0,Motor Vehicle - Theft,Theft,BROADACRES AH,BROADACRES AH,True,True
INC-14155,Theft,UMTENTWENI,Contents,,,,2021-11-30 16:30:00,7323.0,Home contents - Theft,Theft,UMTENTWENI,UMTENTWENI,True,True
INC-14156,Theft,ALPHEN PARK,Contents,,,,2021-11-30 15:00:00,69008.0,Home contents - Theft,Theft,ALPHEN PARK,ALPHEN PARK,True,True
INC-14157,Theft,BEDFORD GARDENS,Contents,,,,2021-11-30 12:15:00,194015.04,Home contents - Theft,Theft,BEDFORD GARDENS,BEDFORD GARDENS,True,True
INC-14158,Theft,GLENWOOD,Vehicle,TOYOTA,ETIOS 1.5 Xs/SPRINT 5Dr-2012-2022,2014.0,2021-11-30 11:15:00,106072.99,Motor Vehicle - Theft,Theft,GLENWOOD,GLENWOOD,True,True
INC-14159,Theft,BENDOR,Contents,,,,2021-11-30 11:00:00,9362.98,Home contents - Theft,Theft,BENDOR,BENDOR,True,True
INC-14160,Theft,MONTANA,Contents,,,,2021-11-30 11:00:00,18728.0,Home contents - Theft,Theft,MONTANA,MONTANA,True,True
INC-14161,Theft,NEWLANDS,Vehicle,BMW,120i 5DR A/T (F20)-2015-2020,2019.0,2021-11-30 07:14:00,5766.75,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True
INC-14162,Theft,THREE RIVERS,Vehicle,TOYOTA,HILUX 3.0D-4D LEGEND 45 R/B A/T P/U D/C-2014-2016,2015.0,2021-11-30 07:00:00,284000.0,Motor Vehicle - Theft,Theft,THREE RIVERS,THREE RIVERS,True,True
INC-14163,Theft,FRAMESBY,Contents,,,,2021-11-30 03:00:00,76355.0,Home contents - Theft,Theft,FRAMESBY,FRAMESBY,True,True
INC-14164,Theft,ELARDUSPARK,Contents,,,,2021-11-30 01:47:00,132851.9,Home contents - Theft,Theft,ELARDUSPARK,ELARDUSPARK,True,True
INC-14165,Theft,WAVERLEY,Contents,,,,2021-11-30 00:00:00,177381.53,Home contents - Theft,Theft,WAVERLEY,WAVERLEY,True,False
INC-14166,Theft,LIBODE,Contents,,,,2021-11-29 22:00:00,361208.46,Home contents - Theft,Theft,LIBODE,LIBODE,True,True
INC-14167,Theft,FAIRLAND,Vehicle,FORD,RANGER 3.2TDCi XLT A/T P/U D/C-2011-2016,2012.0,2021-11-29 20:09:00,219966.75,Motor Vehicle - Theft,Theft,FAIRLAND,FAIRLAND,True,True
INC-14168,Hijack,KELVIN,Vehicle,HYUNDAI,GRAND i10 1.0 MOTION-2017-2020,2019.0,2021-11-29 17:20:00,5744.15,Motor Vehicle - Theft,Hijack,KELVIN,KELVIN,True,True
INC-14169,Theft,SANDOWN,Vehicle,TOYOTA,HILUX 2.8 GD-6 RAIDER 4X4 A/T P/U D/C-2016-2020,2018.0,2021-11-29 13:09:00,436800.0,Motor Vehicle - Theft,Theft,SANDOWN,SANDOWN,True,True
INC-14170,Theft,GOEDEMOED,Contents,,,,2021-11-29 09:31:00,75948.0,Home contents - Theft,Theft,GOEDEMOED,GOEDEMOED,True,True
INC-14171,Theft,PRETORIA CENTRAL,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB RAIDER A/T P/U D/C-2018-2021,2020.0,2021-11-29 08:00:00,9789.74,Motor Vehicle - Theft,Theft,PRETORIA CENTRAL,PRETORIA CENTRAL,True,True
INC-14172,Theft,TAMBOERSKLOOF,Vehicle,VOLKSWAGEN,BEETLE 1.4 TSI SPORT-2012-2015,2013.0,2021-11-29 01:30:00,10066.81,Motor Vehicle - Theft,Theft,TAMBOERSKLOOF,TAMBOERSKLOOF,True,True
INC-14173,Theft,PRETORIA,Contents,,,,2021-11-29 00:00:00,4598.0,Home contents - Theft,Theft,PRETORIA,PRETORIA,True,False
INC-14174,Theft,PARADISE,Contents,,,,2021-11-29 00:00:00,85058.0,Home contents - Theft,Theft,PARADISE,PARADISE,True,False
INC-14175,Theft,NORTHMEAD,Vehicle,FORD,RANGER FX4 2.0D A/T P/U D/C-2021-,2021.0,2021-11-29 00:00:00,8956.76,Motor Vehicle - Theft,Theft,NORTHMEAD,NORTHMEAD,True,False
INC-14176,Theft,EASTERN EXT,Contents,,,,2021-11-29 00:00:00,4382.97,Home contents - Theft,Theft,EASTERN EXT,EASTERN EXT,True,False
INC-14177,Hijack,HOUGHTON ESTATE,Vehicle,FORD,FIGO 1.4 TREND-2010-2018,2015.0,2021-11-28 20:06:00,96724.85,Motor Vehicle - Theft,Hijack,HOUGHTON ESTATE,HOUGHTON ESTATE,True,True
INC-14178,Theft,NORTHWOLD,Vehicle,TOYOTA,HILUX 2.8 GD-6 RAIDER 4X4 P/U E/CAB-2016-2020,2018.0,2021-11-28 14:30:00,4854.32,Motor Vehicle - Theft,Theft,NORTHWOLD,NORTHWOLD,True,True
INC-14179,Theft,JOHANNESBURG NORTH,Contents,,,,2021-11-28 13:47:00,32172.94,Home contents - Theft,Theft,JOHANNESBURG NORTH,JOHANNESBURG NORTH,True,True
INC-14180,Theft,OUDTSHOORN,Vehicle,CHEVROLET,UTILITY 1.4 A/C P/U S/C-2011-2018,2016.0,2021-11-28 13:30:00,6494.59,Motor Vehicle - Theft,Theft,OUDTSHOORN,OUDTSHOORN,True,True
INC-14181,Theft,PRETORIA CENTRAL,Vehicle,MERCEDES-BENZ,C200 BE CLASSIC A/T-2011-2014,2013.0,2021-11-28 11:45:00,6608.55,Motor Vehicle - Theft,Theft,PRETORIA CENTRAL,PRETORIA CENTRAL,True,True
INC-14182,Theft,GRANGETOWN,Contents,,,,2021-11-28 10:27:00,145230.31,Home contents - Theft,Theft,GRANGETOWN,GRANGETOWN,True,True
INC-14183,Theft,MONDEOR,Vehicle,TOYOTA,ETIOS 1.5 Xi 5Dr-2012-,2015.0,2021-11-28 10:00:00,107748.72,Motor Vehicle - Theft,Theft,MONDEOR,MONDEOR,True,True
INC-14184,Theft,PAROW VALLEY,Contents,,,,2021-11-28 09:18:00,29959.0,Home contents - Theft,Theft,PAROW VALLEY,PAROW VALLEY,True,True
INC-14185,Theft,SONEIKE,Contents,,,,2021-11-28 08:00:00,3016.0,Home contents - Theft,Theft,SONEIKE,SONEIKE,True,True
INC-14186,Theft,STEELCASTLE,Vehicle,VOLKSWAGEN,POLO VIVO GP 1.4 ECLIPSE 5DR-2015-2016,2015.0,2021-11-28 06:53:00,135427.86,Motor Vehicle - Theft,Theft,STEELCASTLE,STEELCASTLE,True,True
INC-14187,Theft,MENLO PARK,Contents,,,,2021-11-28 03:30:00,27016.6,Home contents - Theft,Theft,MENLO PARK,MENLO PARK,True,True
