Incident,PERIL,SUBURB,ITEM_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,INCIDENT_DATE_TIME,CLAIM_AMOUNT,ITEM_CATEGORY,ITEM_PERIL_DESCR,SUBURB_RAW,SUBURB_CLEAN,amount_valid,time_reliable,METRO
INC-2665,Theft,CLAREMONT,Vehicle,HONDA,JAZZ 1.5i-2006-2008,2007.0,2025-03-25 01:38:00,1520.58,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-2671,Theft,NEWLANDS,Contents,,,,2025-03-24 10:56:00,1999.0,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-2673,Theft,RONDEBOSCH,Vehicle,TOYOTA,YARIS T1 5Dr A/C-2006-2010,2007.0,2025-03-24 08:50:00,37148.8,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-2707,Theft,GARSFONTEIN,Vehicle,TOYOTA,HILUX 2.8 GD-6 RAIDER 4X4 A/T P/U D/C-2016-2020,2018.0,2025-03-19 15:21:00,511285.08,Motor Vehicle - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-2721,Theft,TABLE VIEW,Contents,,,,2025-03-18 16:30:00,51233.0,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-2775,Theft,SEA POINT,Vehicle,VOLKSWAGEN,T-ROC 2.0 TSI 4M R-LINE DSG-2020-2023,2023.0,2025-03-09 08:20:00,33993.41,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-2777,Theft,SOMERSET WEST,Vehicle,HYUNDAI,CRETA 1.6 EXECUTIVE-2017-2020,2018.0,2025-03-09 03:00:00,7889.49,Motor Vehicle - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-2795,Theft,WATERKLOOF RIDGE,Contents,,,,2025-03-06 01:00:00,63498.48,Home contents - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-2804,Theft,RONDEBOSCH,Vehicle,VOLKSWAGEN,POLO GP 1.2 TSI TRENDLINE (66KW)-2014-2018,2015.0,2025-03-04 03:40:00,59563.04,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-2817,Theft,SOMERSET WEST,Contents,,,,2025-03-03 04:00:00,22999.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-2829,Theft,BEDFORDVIEW,Vehicle,BMW,330i (E90)-2005-2007,2006.0,2025-03-01 14:00:00,977.5,Motor Vehicle - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-2851,Theft,NEWLANDS,Contents,,,,2025-02-28 04:39:00,81837.0,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-2852,Theft,BRYANSTON,Contents,,,,2025-02-28 02:40:00,39012.65,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-2862,Theft,TABLE VIEW,Contents,,,,2025-02-26 11:00:00,51044.0,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-2865,Theft,CLAREMONT,Vehicle,VOLKSWAGEN,POLO VIVO 1.0 TSI GT (5DR)-2017-,2018.0,2025-02-25 23:00:00,49658.17,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-2878,Theft,SEA POINT,Vehicle,FORD,RANGER 2.2TDCI XL A/T P/U D/C-2019-,2021.0,2025-02-24 00:00:00,364620.03,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,False,Cape Town
INC-2942,Theft,MENLO PARK,Contents,,,,2025-02-14 17:50:00,500.0,Home contents - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-2943,Theft,MENLO PARK,Vehicle,TOYOTA,COROLLA CROSS 1.8 XS-2021-,2023.0,2025-02-14 17:50:00,351710.35,Motor Vehicle - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-2949,Theft,CAPE TOWN CITY CENTRE,Contents,,,,2025-02-14 08:21:22,4091.1,Home contents - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-2952,Theft,TABLE VIEW,Contents,,,,2025-02-14 03:00:00,12523.5,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-2962,Theft,MENLO PARK,Vehicle,TOYOTA,PRADO VX-R 2.8GD A/T-2024-,2024.0,2025-02-12 09:30:00,1509598.78,Motor Vehicle - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-2966,Theft,SOMERSET WEST,Contents,,,,2025-02-12 02:05:46,16329.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-2969,Theft,RONDEBOSCH,Vehicle,ISUZU,KB 300 TDi LX P/U D/C-2004-2007,2006.0,2025-02-11 10:56:21,21751.35,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-2988,Theft,CAPE TOWN CITY CENTRE,Vehicle,TOYOTA,ETIOS 1.5 Xs/SPRINT 5Dr-2012-2022,2015.0,2025-02-07 02:56:00,57752.69,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-3009,Theft,WATERKLOOF RIDGE,Contents,,,,2025-02-02 03:05:50,174288.0,Home contents - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-3018,Theft,SOMERSET WEST,Contents,,,,2025-01-31 13:41:38,9409.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-3028,Theft,CAPE TOWN CITY CENTRE,Contents,,,,2025-01-30 14:30:00,2762.6,Home contents - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-3037,Theft,TABLE VIEW,Contents,,,,2025-01-29 19:20:00,33540.56,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-3080,Theft,CAPE TOWN CITY CENTRE,Vehicle,LAND ROVER,EVOQUE 2.0 SD4 HSE DYNAMIC-2017-2020,2019.0,2025-01-23 05:20:00,977.5,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-3096,Theft,SOMERSET WEST,Contents,,,,2025-01-21 00:00:00,30343.25,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,False,Cape Town
INC-3097,Theft,NEWLANDS,Vehicle,TOYOTA,YARIS 1.0 XS 5Dr-2014-2017,2015.0,2025-01-20 17:30:00,3227.59,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-3101,Theft,SEA POINT,Vehicle,VOLKSWAGEN,POLO 1.0 TSI HIGHLINE (85KW)-2017-2021,2018.0,2025-01-20 04:29:00,3444.75,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-3105,Theft,BRYANSTON,Contents,,,,2025-01-19 08:40:00,32792.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-3106,Theft,BRYANSTON,Vehicle,LAND ROVER,DISCOVERY 4 3.0 TD/SD V6 SE-2009-2018,2012.0,2025-01-19 08:40:00,23579.45,Motor Vehicle - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-3144,Theft,SOMERSET WEST,Contents,,,,2025-01-12 07:00:01,9420.8,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-3149,Hijack,BRYANSTON,Vehicle,BMW,X5 xDRIVE30d M-SPORT A/T (F15)-2014-2018,2015.0,2025-01-10 22:00:00,159659.09,Motor Vehicle - Theft,Hijack,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-3160,Theft,BRYANSTON,Contents,,,,2025-01-09 22:00:00,15954.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-3161,Theft,BEDFORDVIEW,Contents,,,,2025-01-09 20:39:00,307542.06,Home contents - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-3162,Hijack,NEWLANDS,Vehicle,BMW,320D M SPORT LAUNCH EDITION A/T (G20)-2019-2021,2019.0,2025-01-09 19:30:00,457674.09,Motor Vehicle - Theft,Hijack,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-3187,Theft,NEWLANDS,Vehicle,RENAULT,SANDERO 900T STEPWAY-2014-2017,2017.0,2025-01-05 13:45:00,25940.53,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-3193,Theft,NEWLANDS,Contents,,,,2025-01-04 16:14:00,83371.56,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-3218,Theft,CAPE TOWN CITY CENTRE,Vehicle,SUZUKI,JIMNY 1.5 GLX A/T-2018-,2022.0,2025-01-01 11:21:00,11315.47,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-3220,Theft,TABLE VIEW,Contents,,,,2025-01-01 10:48:00,24486.0,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-3221,Theft,TABLE VIEW,Vehicle,VOLKSWAGEN,TAIGO 1.0 TSI R-LINE DSG-2022-,2022.0,2025-01-01 10:48:00,1520.58,Motor Vehicle - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-3223,Theft,CENTURION CENTRAL,Vehicle,FORD,RANGER 3.2TDCi WILDTRAK A/T P/U D/C-2015-2020,2017.0,2025-01-01 10:00:00,1750.0,Motor Vehicle - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-3262,Burglary,SOMERSET WEST,Contents,,,,2024-12-29 00:00:00,469327.75,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,False,Cape Town
INC-3296,Theft,SOMERSET WEST,Contents,,,,2024-12-24 14:00:00,9749.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-3311,Theft,SEA POINT,Vehicle,VOLKSWAGEN,T-ROC 2.0 TSI 4M R-LINE DSG-2020-2023,2023.0,2024-12-22 15:11:14,6946.0,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-3320,Theft,RONDEBOSCH,Contents,,,,2024-12-21 11:00:00,69595.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-3343,Theft,GARSFONTEIN,Vehicle,TOYOTA,FORTUNER 3.0D-4D R/B-2011-2017,2012.0,2024-12-19 19:00:00,273512.08,Motor Vehicle - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-3352,Theft,CAPE TOWN CITY CENTRE,Vehicle,TOYOTA,RAV4 2.0 VX A/T-2006-2009,2008.0,2024-12-18 15:00:01,6533.05,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-3370,Theft,SOMERSET WEST,Contents,,,,2024-12-16 23:36:00,225050.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-3409,Theft,CAPE TOWN CITY CENTRE,Vehicle,FORD,RANGER 2.2TDCI P/U D/C-2015-,2017.0,2024-12-12 14:45:00,4444.75,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-3430,Theft,FOURWAYS,Contents,,,,2024-12-10 01:00:00,83788.97,Home contents - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-3446,Theft,MENLO PARK,Contents,,,,2024-12-07 00:54:00,206563.91,Home contents - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-3491,Theft,CLAREMONT,Vehicle,FORD,FIESTA 1.4i TREND 3Dr-2003-2005,2004.0,2024-11-29 12:10:00,1290.0,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-3494,Theft,FOURWAYS,Contents,,,,2024-11-28 21:34:00,20998.0,Home contents - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-3501,Theft,WATERKLOOF RIDGE,Contents,,,,2024-11-28 00:00:00,92386.19,Home contents - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,False,Gauteng
INC-3502,Theft,WATERKLOOF RIDGE,Vehicle,MERCEDES-BENZ,C250 CDi BE AVANTGARDE A/T-2011-2016,2012.0,2024-11-28 00:00:00,77277.85,Motor Vehicle - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,False,Gauteng
INC-3503,Theft,WATERKLOOF RIDGE,Vehicle,TOYOTA,COROLLA CROSS 1.8 XR HYBRID-2021-,2022.0,2024-11-27 18:36:00,425062.04,Motor Vehicle - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-3512,Theft,BEDFORDVIEW,Contents,,,,2024-11-26 22:10:00,15549.0,Home contents - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-3544,Theft,BEDFORDVIEW,Contents,,,,2024-11-22 07:30:00,12638.5,Home contents - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-3550,Theft,BRYANSTON,Contents,,,,2024-11-21 13:41:38,45362.93,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-3582,Theft,TABLE VIEW,Vehicle,FORD,RANGER RAPTOR 2.0D BI-TURBO 4X4 A/T P/U D/C-2019-,2021.0,2024-11-16 23:00:41,9112.24,Motor Vehicle - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-3595,Theft,CLAREMONT,Contents,,,,2024-11-15 10:03:00,24999.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-3601,Theft,BEDFORDVIEW,Contents,,,,2024-11-14 10:00:38,196297.4,Home contents - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-3604,Theft,BRYANSTON,Contents,,,,2024-11-13 21:00:00,50785.05,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-3620,Theft,CAPE TOWN CITY CENTRE,Vehicle,MAZDA,CX-3 2.0 DYNAMIC A/T-2015-,2024.0,2024-11-12 20:00:00,3198.17,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-3623,Theft,SOMERSET WEST,Vehicle,SUBARU,FORESTER 2.0i-S ES CVT-2018-,2019.0,2024-11-12 04:40:00,1750.0,Motor Vehicle - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-3644,Theft,CLAREMONT,Contents,,,,2024-11-10 15:30:00,36650.91,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-3667,Theft,SOMERSET WEST,Contents,,,,2024-11-08 13:12:00,15014.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-3668,Theft,SOMERSET WEST,Contents,,,,2024-11-08 03:45:00,55955.51,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-3688,Theft,WATERKLOOF RIDGE,Contents,,,,2024-11-05 08:00:00,43864.0,Home contents - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-3689,Theft,SOMERSET WEST,Contents,,,,2024-11-05 07:51:00,26048.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-3696,Theft,FOURWAYS,Contents,,,,2024-11-04 10:00:00,10000.0,Home contents - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-3850,Theft,RONDEBOSCH,Vehicle,VOLKSWAGEN,POLO VIVO GP 1.4 TRENDLINE 5DR-2014-2018,2017.0,2024-10-16 08:15:00,79746.64,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-3854,Theft,CLAREMONT,Vehicle,AUDI,A3 SPORTBACK 1.8T FSI SE STRONIC-2013-2016,2015.0,2024-10-15 20:28:53,8288.05,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-3871,Theft,RONDEBOSCH,Vehicle,VOLKSWAGEN,POLO VIVO GP 1.4 CONCEPTLINE 5DR-2014-2018,2016.0,2024-10-12 13:27:00,115047.72,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-3880,Theft,SEA POINT,Vehicle,AUDI,A3 SPORTBACK 35 TFSI ADVANCED TIP-2021-,2022.0,2024-10-11 19:00:00,1750.0,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-3899,Theft,BEDFORDVIEW,Contents,,,,2024-10-08 13:14:00,40358.0,Home contents - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-3902,Theft,SEA POINT,Vehicle,TOYOTA,FORTUNER 3.0D-4D R/B-2011-2017,2013.0,2024-10-08 09:50:00,9926.5,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-3910,Theft,GARSFONTEIN,Vehicle,FORD,RANGER 2.0D XLT A/T P/U D/C-2019-,2020.0,2024-10-07 15:40:00,12179.71,Motor Vehicle - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-3911,Theft,SOMERSET WEST,Vehicle,AUDI,Q5 2.0 TFSI SE QUATTRO TIP-2012-2017,2014.0,2024-10-07 15:16:45,7952.63,Motor Vehicle - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-3925,Armed Robbery,CENTURION CENTRAL,Vehicle,TOYOTA,COROLLA 1.3 PROFESSIONAL-2010-2014,2012.0,2024-10-05 05:41:00,1750.0,,Armed Robbery,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-3979,Theft,CAPE TOWN CITY CENTRE,Vehicle,HYUNDAI,ATOS 1.1 GLS-2005-2014,2010.0,2024-09-27 16:15:00,22560.7,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-3991,Theft,SOMERSET WEST,Contents,,,,2024-09-27 00:00:00,107610.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,False,Cape Town
INC-3998,Armed Robbery,BRYANSTON,Contents,,,,2024-09-25 13:35:00,1960.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-4003,Theft,BEDFORDVIEW,Contents,,,,2024-09-25 02:30:00,27539.0,Home contents - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-4011,Theft,BRYANSTON,Vehicle,VOLKSWAGEN,POLO VIVO 1.0 TSI GT (5DR)-2017-,2023.0,2024-09-23 21:00:00,1441.15,Motor Vehicle - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-4017,Theft,SOMERSET WEST,Contents,,,,2024-09-22 23:00:00,327497.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-4022,Theft,BEDFORDVIEW,Vehicle,TOYOTA,HILUX 2.5 D-4D SRX R/B P/U S/C-2008-2011,2011.0,2024-09-22 08:17:00,125055.85,Motor Vehicle - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-4044,Theft,GARSFONTEIN,Contents,,,,2024-09-18 16:00:00,5010.0,Home contents - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-4045,Theft,SEA POINT,Contents,,,,2024-09-18 15:04:00,11369.8,Home contents - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-4073,Theft,CLAREMONT,Vehicle,TOYOTA,FORTUNER 2.4GD-6 R/B-2020-,2021.0,2024-09-14 13:10:00,5726.56,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-4091,Theft,BEDFORDVIEW,Vehicle,TOYOTA,COROLLA CROSS 1.8 XR HYBRID-2021-,2022.0,2024-09-12 01:00:00,5395.85,Motor Vehicle - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-4092,Theft,BEDFORDVIEW,Vehicle,BMW,X5 xDRIVE30d M SPORT (G05)-2018-,2020.0,2024-09-12 01:00:00,6588.7,Motor Vehicle - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-4093,Theft,RONDEBOSCH,Vehicle,VOLKSWAGEN,POLO 2.0 GTI DSG (147KW)-2017-2022,2020.0,2024-09-11 22:30:00,62841.1,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-4096,Theft,GARSFONTEIN,Vehicle,TOYOTA,COROLLA CROSS 1.8 GR-S-2022-,2022.0,2024-09-11 17:47:00,413778.0,Motor Vehicle - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-4115,Theft,BRYANSTON,Contents,,,,2024-09-09 10:38:00,862744.07,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-4119,Theft,SOMERSET WEST,Contents,,,,2024-09-08 08:30:00,3699.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-4143,Attempted Theft,SEA POINT,Contents,,,,2024-09-04 16:45:00,32109.5,Home contents - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-4168,Theft,SOMERSET WEST,Contents,,,,2024-08-31 22:00:00,44947.93,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-4178,Theft,RONDEBOSCH,Vehicle,VOLKSWAGEN,POLO 1.6 TRENDLINE-2005-2010,2009.0,2024-08-30 19:30:00,71071.32,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-4203,Theft,SOMERSET WEST,Contents,,,,2024-08-27 20:41:00,11700.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-4212,Theft,GARSFONTEIN,Contents,,,,2024-08-27 02:30:00,6999.0,Home contents - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-4222,Theft,RONDEBOSCH,Contents,,,,2024-08-25 09:00:00,81290.9,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-4232,Theft,FOURWAYS,Contents,,,,2024-08-24 00:00:00,64421.99,Home contents - Theft,Theft,FOURWAYS,FOURWAYS,True,False,Gauteng
INC-4256,Theft,NEWLANDS,Vehicle,HYUNDAI,TUCSON 2.0 CRDi SPORT A/T-2019-2023,2020.0,2024-08-21 20:15:00,19928.77,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-4271,Theft,GARSFONTEIN,Vehicle,TOYOTA,FORTUNER 2.4GD-6 4X4 A/T-2023-,2023.0,2024-08-19 14:10:23,13742.94,Motor Vehicle - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-4272,Theft,CENTURION CENTRAL,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB RAIDER P/U D/C A/T-2017-,2017.0,2024-08-19 13:00:00,10809.62,Motor Vehicle - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-4277,Theft,BEDFORDVIEW,Contents,,,,2024-08-18 23:59:00,596479.26,Home contents - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-4280,Theft,WATERKLOOF RIDGE,Vehicle,TOYOTA,HILUX 2.4 GD-6 RB RAIDER P/U E/CAB-2020-,2022.0,2024-08-18 10:00:00,420177.5,Motor Vehicle - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-4293,Theft,NEWLANDS,Vehicle,BMW,120d SPORT LINE 5DR A/T (F20)-2015-2020,2015.0,2024-08-16 22:30:36,2407.54,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-4315,Theft,RONDEBOSCH,Vehicle,TOYOTA,ETIOS 1.5 Xs/SPRINT 5Dr-2012-2022,2015.0,2024-08-13 07:30:00,94240.89,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-4324,Theft,FOURWAYS,Vehicle,FORD,RANGER 2.0D BI-TURBO THUNDER A/T P/U D/C-2020-,2020.0,2024-08-11 13:54:00,16052.86,Motor Vehicle - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-4350,Theft,BRYANSTON,Contents,,,,2024-08-08 23:00:00,148855.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-4351,Theft,NEWLANDS,Vehicle,TOYOTA,FORTUNER 3.0D-4D R/B-2011-2017,2013.0,2024-08-08 18:10:00,292963.92,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-4406,Theft,NEWLANDS,Contents,,,,2024-08-01 18:30:00,15598.0,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-4407,Theft,NEWLANDS,Vehicle,TOYOTA,FORTUNER 3.0D-4D R/B-2011-2017,2013.0,2024-08-01 18:30:00,309389.92,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-4410,Theft,WATERKLOOF RIDGE,Contents,,,,2024-08-01 08:22:00,138462.04,Home contents - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-4413,Theft,WATERKLOOF RIDGE,Contents,,,,2024-08-01 03:00:00,32456.93,Home contents - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-4426,Theft,SEA POINT,Vehicle,SUZUKI,JIMNY 1.5 GLX A/T-2018-,2022.0,2024-07-30 13:19:00,11844.76,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-4482,Theft,SEA POINT,Vehicle,AUDI,A1 SPORTBACK 30 TFSI ADVANCED S TRONIC-2019-,2023.0,2024-07-24 10:31:00,16241.09,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-4483,Theft,WATERKLOOF RIDGE,Contents,,,,2024-07-24 04:01:33,8682.31,Home contents - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-4510,Theft,CLAREMONT,Vehicle,TOYOTA,PRADO VX 4.0 V6 A/T-2004-2009,2005.0,2024-07-20 23:30:00,242560.65,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-4572,Armed Robbery,GARSFONTEIN,Contents,,,,2024-07-13 14:30:00,76336.0,,Armed Robbery,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
