Incident,PERIL,SUBURB,ITEM_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,INCIDENT_DATE_TIME,CLAIM_AMOUNT,ITEM_CATEGORY,ITEM_PERIL_DESCR,SUBURB_RAW,SUBURB_CLEAN,amount_valid,time_reliable,METRO
INC-6811,Theft,GARSFONTEIN,Vehicle,TOYOTA,RAV4 2.5 VX A/T AWD-2019-2023,2021.0,2023-11-14 12:30:00,110641.16,Motor Vehicle - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-6823,Theft,NEWLANDS,Contents,,,,2023-11-13 14:00:00,9503.25,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-6837,Theft,NEWLANDS,Vehicle,VOLKSWAGEN,POLO VIVO GP 1.4 TRENDLINE 5DR-2014-2018,2015.0,2023-11-12 11:15:00,116625.6,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-6842,Theft,BEDFORDVIEW,Vehicle,TOYOTA,FORTUNER 2.8GD-6 4X4 A/T-2016-2020,2017.0,2023-11-11 21:05:00,93114.2,Motor Vehicle - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-6845,Theft,FOURWAYS,Vehicle,FORD,RANGER 3.2TDCi XLT A/T P/U D/C-2011-2016,2014.0,2023-11-11 17:27:00,255117.39,Motor Vehicle - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-6850,Theft,TABLE VIEW,Vehicle,AUDI,A3 SPORTBACK 1.4 TFSI STRONIC (35 TFSI)-2016-2022,2018.0,2023-11-11 12:00:00,306795.16,Motor Vehicle - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-6857,Theft,BEDFORDVIEW,Contents,,,,2023-11-10 18:30:00,10258.0,Home contents - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-6858,Theft,BEDFORDVIEW,Contents,,,,2023-11-10 17:30:00,28990.0,Home contents - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-6899,Theft,CENTURION CENTRAL,Contents,,,,2023-11-04 23:45:21,28749.0,Home contents - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-6932,Theft,RONDEBOSCH,Contents,,,,2023-11-02 03:55:07,14284.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-6954,Theft,CAPE TOWN CITY CENTRE,Vehicle,HONDA,JAZZ 1.4i DSI A/T-2004-2016,2008.0,2023-10-31 10:00:48,12540.85,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-6957,Theft,NEWLANDS,Vehicle,TOYOTA,RAV4 180 5Dr-2003-2006,2005.0,2023-10-31 06:35:00,93457.19,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-6990,Theft,CLAREMONT,Contents,,,,2023-10-28 02:34:00,55660.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-7054,Theft,CLAREMONT,Vehicle,TOYOTA,ETIOS CROSS 1.5 Xs 5Dr-2014-2022,2016.0,2023-10-22 10:30:00,61269.6,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-7055,Theft,BRYANSTON,Contents,,,,2023-10-22 02:00:00,178028.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-7070,Theft,CLAREMONT,Contents,,,,2023-10-21 00:00:00,29114.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,False,Cape Town
INC-7072,Theft,CLAREMONT,Vehicle,SUZUKI,BALENO 1.4 GLX 5DR-2016-2023,2020.0,2023-10-21 00:00:00,3830.0,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,False,Cape Town
INC-7077,Armed Robbery,NEWLANDS,Contents,,,,2023-10-20 11:07:00,285664.4,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-7084,Theft,CAPE TOWN CITY CENTRE,Vehicle,MERCEDES-BENZ,C220 BLUETEC AMG LINE A/T-2014-2018,2014.0,2023-10-19 19:15:00,7981.8,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-7089,Theft,TABLE VIEW,Vehicle,VOLKSWAGEN,TOUAREG R5 2.5 TDI TIP-2004-2007,2004.0,2023-10-19 14:47:00,6715.13,Motor Vehicle - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-7107,Theft,TABLE VIEW,Vehicle,VOLKSWAGEN,POLO GP 1.2 TSI COMFORTLINE (66KW)-2014-2018,2015.0,2023-10-17 19:00:00,3134.25,Motor Vehicle - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-7122,Theft,SEA POINT,Vehicle,HYUNDAI,i20 1.4-2009-2012,2010.0,2023-10-15 14:00:00,2500.0,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-7142,Theft,BRYANSTON,Contents,,,,2023-10-13 15:00:00,23819.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-7159,Theft,SOMERSET WEST,Contents,,,,2023-10-12 14:00:00,905.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-7160,Theft,SOMERSET WEST,Vehicle,NISSAN,MICRA 900T ACENTA PLUS-2018-2023,2019.0,2023-10-12 14:00:00,1840.0,Motor Vehicle - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-7164,Theft,FOURWAYS,Contents,,,,2023-10-12 08:42:00,49250.0,Home contents - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-7165,Theft,SOMERSET WEST,Contents,,,,2023-10-12 05:40:04,118178.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-7203,Theft,CAPE TOWN CITY CENTRE,Vehicle,CHEVROLET,OPTRA 1.6 L-2004-2014,2010.0,2023-10-07 19:30:00,47205.48,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-7209,Theft,SOMERSET WEST,Contents,,,,2023-10-07 04:00:00,18498.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-7211,Theft,MENLO PARK,Contents,,,,2023-10-06 23:29:00,671.76,Home contents - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-7213,Theft,GARSFONTEIN,Vehicle,TOYOTA,FORTUNER 2.8GD-6 4X4 A/T-2016-2020,2018.0,2023-10-06 20:59:00,528700.0,Motor Vehicle - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-7230,Theft,FOURWAYS,Contents,,,,2023-10-05 18:00:00,49602.22,Home contents - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-7243,Theft,SEA POINT,Contents,,,,2023-10-04 22:00:00,41999.88,Home contents - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-7281,Theft,GARSFONTEIN,Vehicle,TOYOTA,HILUX 4.0 A/T RAIDER 4X4 P/U D/C-2005-2008,2007.0,2023-09-30 09:00:00,7573.95,Motor Vehicle - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-7292,Theft,BRYANSTON,Vehicle,JEEP,RENEGADE 1.4 LONGITUDE DDCT-2019-,2023.0,2023-09-28 11:00:48,4467.09,Motor Vehicle - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-7297,Theft,NEWLANDS,Contents,,,,2023-09-27 19:00:00,23600.5,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-7298,Theft,CLAREMONT,Contents,,,,2023-09-27 18:00:00,23740.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-7311,Theft,BRYANSTON,Vehicle,LEXUS,NX 2.0T F-SPORT/300 F-SPORT-2015-2020,2018.0,2023-09-26 21:33:00,513729.71,Motor Vehicle - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-7322,Theft,CAPE TOWN CITY CENTRE,Vehicle,MERCEDES-BENZ,A 170 ELEGANCE-2005-2008,2005.0,2023-09-26 06:27:24,4134.25,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-7353,Theft,SOMERSET WEST,Contents,,,,2023-09-24 01:00:00,6948.9,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-7392,Theft,CENTURION CENTRAL,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB RAIDER A/T P/U D/C-2018-2021,2019.0,2023-09-20 20:00:00,8263.2,Motor Vehicle - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-7410,Theft,SEA POINT,Vehicle,SUZUKI,S-PRESSO 1.0 GL+-2020-2023,2021.0,2023-09-20 04:00:39,12154.9,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-7416,Theft,SOMERSET WEST,Contents,,,,2023-09-19 09:00:00,6899.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-7418,Theft,RONDEBOSCH,Contents,,,,2023-09-18 19:20:38,34713.94,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-7421,Theft,BRYANSTON,Contents,,,,2023-09-18 01:20:00,12188.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-7424,Theft,BRYANSTON,Vehicle,HYUNDAI,i20 1.2 MOTION-2015-2022,2018.0,2023-09-17 12:00:34,4478.3,Motor Vehicle - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-7433,Theft,TABLE VIEW,Vehicle,SUZUKI,SWIFT 1.2 GL-2018-,2022.0,2023-09-16 22:00:00,84474.0,Motor Vehicle - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-7516,Theft,BRYANSTON,Contents,,,,2023-09-08 12:25:00,142431.14,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-7541,Theft,GARSFONTEIN,Vehicle,TOYOTA,FORTUNER 2.8GD-6 4X4 EPIC A/T-2020-2023,2021.0,2023-09-05 13:04:00,181051.87,Motor Vehicle - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-7563,Theft,CAPE TOWN CITY CENTRE,Vehicle,AUDI,A3 SPORTBACK 1.4T FSI S STRONIC-2013-2016,2014.0,2023-09-03 10:05:00,2458.52,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-7567,Theft,CENTURION CENTRAL,Vehicle,TOYOTA,FORTUNER 2.8GD-6 R/B A/T-2016-2020,2017.0,2023-09-03 00:00:00,13145.73,Motor Vehicle - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,False,Gauteng
INC-7596,Theft,BEDFORDVIEW,Contents,,,,2023-08-31 05:50:00,90048.75,Home contents - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-7614,Theft,RONDEBOSCH,Contents,,,,2023-08-30 01:09:00,11618.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-7623,Theft,SOMERSET WEST,Contents,,,,2023-08-28 12:00:09,4500.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-7670,Theft,CAPE TOWN CITY CENTRE,Vehicle,MINI,COOPER S CVT CONVERTIBLE-2006-2007,2006.0,2023-08-25 14:03:00,2642.33,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-7726,Theft,RONDEBOSCH,Vehicle,TOYOTA,VERSO 160-2005-2009,2006.0,2023-08-19 17:00:00,77076.8,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-7765,Theft,RONDEBOSCH,Vehicle,MITSUBISHI,MIRAGE 1.2 GLS-2014-2018,2014.0,2023-08-16 00:28:00,55500.1,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-7782,Theft,CLAREMONT,Contents,,,,2023-08-14 08:20:11,7345.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-7883,Theft,SOMERSET WEST,Contents,,,,2023-08-01 11:24:00,8750.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-7901,Theft,NEWLANDS,Contents,,,,2023-07-30 03:00:00,62569.05,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-7912,Theft,BRYANSTON,Contents,,,,2023-07-29 03:00:00,232394.94,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-7913,Theft,TABLE VIEW,Contents,,,,2023-07-29 02:31:00,14630.0,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-7920,Theft,SOMERSET WEST,Contents,,,,2023-07-29 00:00:00,3500.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,False,Cape Town
INC-7926,Theft,SEA POINT,Contents,,,,2023-07-28 09:31:00,25780.0,Home contents - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-7972,Theft,SEA POINT,Contents,,,,2023-07-23 00:12:00,454884.87,Home contents - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-7991,Theft,CAPE TOWN CITY CENTRE,Vehicle,SUZUKI,JIMNY 1.3-2008-2018,2017.0,2023-07-20 07:45:00,5224.69,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-8024,Theft,SEA POINT,Contents,,,,2023-07-16 03:17:00,69924.0,Home contents - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-8090,Theft,BEDFORDVIEW,Contents,,,,2023-07-09 01:00:29,5626.25,Home contents - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-8092,Theft,SOMERSET WEST,Contents,,,,2023-07-08 23:50:00,53385.92,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-8107,Theft,CLAREMONT,Vehicle,TOYOTA,FORTUNER 2.5D-4D RB-2011-2017,2012.0,2023-07-08 00:00:00,3219.92,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,False,Cape Town
INC-8108,Theft,CLAREMONT,Contents,,,,2023-07-08 00:00:00,31941.24,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,False,Cape Town
INC-8131,Theft,NEWLANDS,Contents,,,,2023-07-04 19:30:54,35169.0,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-8137,Theft,RONDEBOSCH,Contents,,,,2023-07-04 11:45:37,71704.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-8157,Theft,SEA POINT,Vehicle,VOLKSWAGEN,MOVE UP! 1.0 5DR-2016-2021,2016.0,2023-07-02 10:19:51,4250.0,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-8163,Theft,FOURWAYS,Vehicle,TOYOTA,RAV4 2.0 GX-R CVT AWD-2019-2023,2019.0,2023-07-01 19:52:00,437502.0,Motor Vehicle - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-8231,Theft,CLAREMONT,Contents,,,,2023-06-24 05:15:00,62613.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-8245,Theft,RONDEBOSCH,Contents,,,,2023-06-23 01:23:00,43025.59,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-8247,Theft,RONDEBOSCH,Vehicle,TOYOTA,VERSO 160 SX-2005-2005,2005.0,2023-06-22 22:03:00,73204.0,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-8253,Theft,SEA POINT,Vehicle,MINI,COOPER S COUNTRYMAN A/T-2014-2017,2014.0,2023-06-22 12:00:00,1366.02,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-8269,Theft,RONDEBOSCH,Contents,,,,2023-06-20 12:28:00,20819.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-8277,Theft,BRYANSTON,Contents,,,,2023-06-18 13:30:00,79033.95,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-8288,Theft,CLAREMONT,Contents,,,,2023-06-17 13:00:00,12200.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-8293,Theft,SOMERSET WEST,Contents,,,,2023-06-17 00:00:00,3004.9,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,False,Cape Town
INC-8297,Theft,RONDEBOSCH,Vehicle,FORD,FIESTA 1.4i TITANIUM 3Dr-2008-2012,2010.0,2023-06-16 18:05:00,18167.08,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-8323,Theft,CAPE TOWN CITY CENTRE,Contents,,,,2023-06-14 13:03:00,10649.3,Home contents - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-8329,Theft,CLAREMONT,Contents,,,,2023-06-14 05:59:24,13197.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-8366,Theft,MENLO PARK,Contents,,,,2023-06-10 04:10:00,1550.0,Home contents - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-8405,Theft,SOMERSET WEST,Vehicle,DAIHATSU,SIRION 1.5i SPORT-2007-2014,2008.0,2023-06-05 10:21:30,6723.69,Motor Vehicle - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-8413,Theft,NEWLANDS,Contents,,,,2023-06-04 22:36:52,22226.99,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-8416,Theft,CENTURION CENTRAL,Contents,,,,2023-06-04 14:00:00,382.6,Home contents - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-8417,Theft,CENTURION CENTRAL,Vehicle,MAZDA,CX-3  2.0 INDIVIDUAL PLUS/HIKARI  A/T-2016-,2018.0,2023-06-04 14:00:00,3172.16,Motor Vehicle - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-8441,Theft,CENTURION CENTRAL,Vehicle,FORD,RANGER 2.0D BI-TURBO WILDTRAK A/T P/U D/C-2019-,2021.0,2023-06-02 08:00:00,14951.05,Motor Vehicle - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-8442,Theft,MENLO PARK,Contents,,,,2023-06-02 04:00:00,25489.44,Home contents - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-8445,Theft,NEWLANDS,Contents,,,,2023-06-01 22:00:00,4460.0,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-8448,Theft,RONDEBOSCH,Vehicle,TOYOTA,FORTUNER 3.0D-4D R/B-2011-2017,2014.0,2023-06-01 20:48:00,304495.65,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-8449,Theft,MENLO PARK,Vehicle,AUDI,A3 SPORTBACK 1.4TFSI S-2013-2016,2015.0,2023-06-01 20:00:00,3134.24,Motor Vehicle - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-8476,Theft,BRYANSTON,Vehicle,TOYOTA,FORTUNER 3.0D-4D R/B A/T-2011-2017,2015.0,2023-05-29 16:30:00,345263.99,Motor Vehicle - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-8493,Theft,FOURWAYS,Vehicle,ABARTH,ABARTH 595 1.4T TURISMO-2016-,2016.0,2023-05-27 22:00:00,6586.24,Motor Vehicle - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-8522,Theft,SEA POINT,Contents,,,,2023-05-26 00:00:00,23414.99,Home contents - Theft,Theft,SEA POINT,SEA POINT,True,False,Cape Town
INC-8529,Theft,CLAREMONT,Contents,,,,2023-05-25 08:00:00,6775.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-8550,Theft,MENLO PARK,Vehicle,TOYOTA,RAV4 2.0 GX-R CVT AWD-2019-2023,2020.0,2023-05-22 19:00:00,132609.11,Motor Vehicle - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-8551,Theft,BRYANSTON,Contents,,,,2023-05-22 18:15:00,3750.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-8565,Theft,MENLO PARK,Vehicle,TOYOTA,RAV4 2.5 VX AT-2015-2020,2019.0,2023-05-20 16:26:00,407578.36,Motor Vehicle - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-8566,Theft,BEDFORDVIEW,Contents,,,,2023-05-20 12:45:00,185609.0,Home contents - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-8573,Theft,BRYANSTON,Contents,,,,2023-05-20 04:20:00,59072.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-8579,Theft,SOMERSET WEST,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB LEGEND A/T P/U D/C-2020-,2020.0,2023-05-19 22:00:00,2674.38,Motor Vehicle - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-8590,Theft,SEA POINT,Vehicle,RENAULT,CLIO IV 900T AUTHENTIQUE 5DR (66KW)-2016-2022,2019.0,2023-05-17 18:00:00,101878.59,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-8623,Theft,GARSFONTEIN,Vehicle,TOYOTA,FORTUNER 2.5D-4D RB A/T-2012-2017,2012.0,2023-05-13 17:50:00,259400.0,Motor Vehicle - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-8637,Theft,CAPE TOWN CITY CENTRE,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB LEGEND A/T P/U D/C-2020-,2023.0,2023-05-12 06:45:00,76381.47,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-8661,Theft,SEA POINT,Contents,,,,2023-05-09 00:00:00,5000.0,Home contents - Theft,Theft,SEA POINT,SEA POINT,True,False,Cape Town
INC-8671,Theft,BRYANSTON,Contents,,,,2023-05-08 07:30:00,1807.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-8692,Theft,CENTURION CENTRAL,Contents,,,,2023-05-06 13:15:00,27080.0,Home contents - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-8717,Theft,SOMERSET WEST,Contents,,,,2023-05-04 04:00:25,3500.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-8734,Theft,CAPE TOWN CITY CENTRE,Vehicle,VOLKSWAGEN,POLO 1.0 TSI LIFE-2021-,2022.0,2023-05-02 15:24:00,4983.58,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-8738,Theft,CENTURION CENTRAL,Contents,,,,2023-05-01 16:58:52,7040.0,Home contents - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-8756,Theft,SOMERSET WEST,Contents,,,,2023-04-29 23:00:00,227219.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-8758,Theft,BEDFORDVIEW,Contents,,,,2023-04-29 16:48:55,40695.0,Home contents - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-8762,Theft,NEWLANDS,Vehicle,VOLKSWAGEN,POLO 1.4 TRENDLINE-2005-2010,2008.0,2023-04-29 08:00:00,65963.6,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-8776,Theft,BEDFORDVIEW,Vehicle,FORD,ECOSPORT 1.5TDCi TITANIUM-2015-2018,2016.0,2023-04-27 10:50:00,5682.5,Motor Vehicle - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-8801,Theft,SEA POINT,Vehicle,NISSAN,NP200 1.6 S (DUAL AIRBAGS) P/U S/C-2011-2020,2012.0,2023-04-25 14:15:00,2500.0,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-8807,Theft,TABLE VIEW,Contents,,,,2023-04-25 07:46:00,30000.0,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-8809,Theft,SEA POINT,Contents,,,,2023-04-25 00:00:00,60864.0,Home contents - Theft,Theft,SEA POINT,SEA POINT,True,False,Cape Town
INC-8820,Theft,BRYANSTON,Vehicle,MERCEDES-BENZ,A200 (4DR)-2019-2022,2020.0,2023-04-23 16:00:00,2000.0,Motor Vehicle - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-8839,Theft,NEWLANDS,Contents,,,,2023-04-22 01:00:29,7076.0,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-8843,Theft,MENLO PARK,Vehicle,TOYOTA,COROLLA 160i GLE-2005-2007,2007.0,2023-04-21 20:04:00,67640.61,Motor Vehicle - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-8867,Theft,CENTURION CENTRAL,Vehicle,VOLKSWAGEN,AMAROK 2.0 BiTDi HIGHLINE 132KW D/C P/U-2012-2020,2013.0,2023-04-19 08:00:00,28621.14,Motor Vehicle - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-8900,Theft,TABLE VIEW,Vehicle,TOYOTA,YARIS ZEN3 ACS 5Dr-2010-2011,2011.0,2023-04-15 23:00:00,90790.61,Motor Vehicle - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-8915,Theft,RONDEBOSCH,Contents,,,,2023-04-14 20:00:00,71134.92,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-8947,Theft,RONDEBOSCH,Vehicle,VOLKSWAGEN,POLO 1.0 TSI HIGHLINE DSG (85KW)-2017-2023,2020.0,2023-04-11 19:15:00,48910.59,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-8989,Theft,CAPE TOWN CITY CENTRE,Vehicle,MINI,COOPER A/T-2010-2014,2013.0,2023-04-06 21:15:00,19205.0,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
